TL-DOS Lehrstuhlversuch
detector=R1408303
job_number=2015-10-16-002
irradiation_dose [mSv]=unknown

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	148.898621061	0.0
0.0102	150.527010722	0.0
0.0205	152.164674891	1.0
0.0307	153.779841174	1.0
0.041	155.40420665	3.0
0.0512	157.006256935	2.0
0.0614	158.601820947	1.0
0.0717	160.206472508	4.0
0.0819	161.789079704	2.0
0.0922	163.380700652	2.0
0.1024	164.950456247	2.0
0.1126	166.513856321	0.0
0.1229	168.086160754	1.0
0.1331	169.6368652	2.0
0.1434	171.196401696	1.0
0.1536	172.734513608	1.0
0.1638	174.266398116	3.0
0.1741	175.807007486	0.0
0.1843	177.326452289	0.0
0.1946	178.854551103	0.0
0.2048	180.361657216	0.0
0.215	181.86266146	2.0
0.2253	183.372214687	1.0
0.2355	184.86102999	0.0
0.2458	186.358324853	0.0
0.256	187.835050194	0.0
0.2662	189.305796669	1.0
0.2765	190.784919794	0.0
0.2867	192.243723036	0.0
0.297	193.710834905	0.0
0.3072	195.1577919	0.0
0.3174	196.598890553	0.0
0.3277	198.048196996	0.0
0.3379	199.477593172	0.0
0.3482	200.915130486	0.0
0.3584	202.332919215	0.0
0.3686	203.744967697	0.0
0.3789	205.165058513	0.0
0.3891	206.565640421	0.0
0.3994	207.974199355	0.0
0.4096	209.363407803	1.0
0.4198	210.746991717	0.0
0.4301	212.138455846	0.0
0.4403	213.510804333	0.0
0.4506	214.890969043	1.0
0.4608	216.25217334	1.0
0.471	217.607866486	0.0
0.4813	218.971280993	0.0
0.4915	220.315965199	1.0
0.5018	221.668308066	0.0
0.512	223.002072731	0.0
0.5222	224.330437339	0.0
0.5325	225.66636766	0.0
0.5427	226.983945251	1.0
0.553	228.309027117	0.0
0.5632	229.615905286	1.0
0.5734	230.917492256	0.0
0.5837	232.226492426	0.0
0.5939	233.517509827	0.0
0.6042	234.815880228	0.0
0.6144	236.096413891	1.0
0.6246	237.371763015	0.0
0.6349	238.654375901	0.0
0.6451	239.919368521	0.0
0.6554	241.191565917	0.0
0.6656	242.446286134	0.0
0.6758	243.695926324	0.0
0.6861	244.95268385	0.0
0.6963	246.192176306	0.0
0.7066	247.438728303	0.0
0.7168	248.66815543	0.0
0.727	249.892604935	0.0
0.7373	251.124028304	0.0
0.7475	252.338534637	0.0
0.7578	253.559958202	0.0
0.768	254.764602106	0.0
0.7782	255.96436873	0.0
0.7885	257.170968635	0.0
0.7987	258.360992525	0.0
0.809	259.557794206	0.0
0.8192	260.738154477	0.0
0.8294	261.913735785	0.0
0.8397	263.096012627	0.0
0.8499	264.262047598	0.0
0.8602	265.434723732	0.0
0.8704	266.591289888	0.0
0.8806	267.743173417	0.0
0.8909	268.901617508	1.0
0.9011	270.044147138	0.0
0.9114	271.193184056	1.0
0.9216	272.326435746	0.0
0.9318	273.455099204	0.0
0.9421	274.590190974	0.0
0.9523	275.709689092	1.0
0.9626	276.835563321	0.0
0.9728	277.945970527	0.0
0.983	279.051881992	1.0
0.9933	280.164092184	1.0
1.0035	281.261023067	0.0
1.0138	282.36420153	0.0
1.024	283.452224759	0.0
1.0342	284.535842873	0.0
1.0445	285.625632743	0.0
1.0547	286.70045131	0.0
1.065	287.781391514	0.0
1.0752	288.84748199	1.0
1.0854	289.909256151	0.0
1.0957	290.977077656	0.0
1.1059	292.030229653	1.0
1.1162	293.089379887	0.0
1.1264	294.133979738	0.0
1.1366	295.174350283	0.0
1.1469	296.220646268	0.0
1.1571	297.252568459	0.0
1.1674	298.290367972	0.0
1.1776	299.313910413	0.0
1.1878	300.333308805	0.0
1.1981	301.35851319	0.0
1.2083	302.369633532	1.0
1.2186	303.386512719	0.0
1.2288	304.389422233	0.0
1.239	305.388271235	0.0
1.2493	306.392809191	2.0
1.2595	307.383547015	0.0
1.2698	308.379927596	1.0
1.28	309.362620109	1.0
1.2902	310.341333963	0.0
1.3005	311.325622091	1.0
1.3107	312.296388276	0.0
1.321	313.272683468	2.0
1.3312	314.235566521	0.0
1.3414	315.194551119	2.0
1.3517	316.158997622	1.0
1.3619	317.110194762	1.0
1.3722	318.066809454	1.0
1.3824	319.010282374	2.0
1.3926	319.949935425	4.0
1.4029	320.894940278	1.0
1.4131	321.826962853	1.0
1.4234	322.764293771	2.0
1.4336	323.688747833	1.0
1.4438	324.609459029	1.0
1.4541	325.535414143	2.0
1.4643	326.448648681	1.0
1.4746	327.367084554	3.0
1.4848	328.272903148	3.0
1.495	329.175054326	2.0
1.5053	330.082343712	4.0
1.5155	330.977168949	3.0
1.5258	331.87709067	4.0
1.536	332.764649456	4.0
1.5462	333.648614754	5.0
1.5565	334.537614684	12.0
1.5667	335.41440172	6.0
1.577	336.296182504	2.0
1.5872	337.165849569	7.0
1.5974	338.031995585	10.0
1.6077	338.903074743	7.0
1.6179	339.762187199	4.0
1.6282	340.626192738	9.0
