TL-DOS Lehrstuhlversuch
detector=R1409101
job_number=2016-08-17-004
irradiation_dose [mSv]=unknown

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	177.162994387	0.0
0.0102	179.010743601	0.0
0.0205	180.867855671	1.0
0.0307	182.69831076	0.0
0.041	184.538041073	1.0
0.0512	186.351363903	0.0
0.0614	188.156222224	0.0
0.0717	189.970226067	2.0
0.0819	191.758191703	0.0
0.0922	193.555217262	1.0
0.1024	195.326448322	2.0
0.1126	197.089411356	0.0
0.1229	198.86130762	1.0
0.1331	200.60777009	1.0
0.1434	202.36308218	1.0
0.1536	204.093198525	0.0
0.1638	205.815238766	0.0
0.1741	207.546004874	0.0
0.1843	209.251927571	0.0
0.1946	210.966494466	1.0
0.2048	212.656450472	0.0
0.215	214.338517841	0.0
0.2253	216.029108528	0.0
0.2355	217.695432481	3.0
0.2458	219.370199978	1.0
0.256	221.020927868	0.0
0.2662	222.663950235	0.0
0.2765	224.315298073	0.0
0.2867	225.942942468	0.0
0.297	227.578834413	0.0
0.3072	229.191244769	0.0
0.3174	230.796128466	0.0
0.3277	232.40914438	0.0
0.3379	233.999007067	0.0
0.3482	235.596925857	0.0
0.3584	237.171908125	0.0
0.3686	238.739538448	0.0
0.3789	240.315112217	0.0
0.3891	241.868070205	0.0
0.3994	243.428897293	0.0
0.4096	244.967320273	0.0
0.4198	246.498561965	0.0
0.4301	248.037562716	0.0
0.4403	249.554472655	0.0
0.4506	251.079069032	0.0
0.4608	252.581781357	0.0
0.471	254.077479089	0.0
0.4813	255.580755774	0.0
0.4915	257.062454429	0.0
0.5018	258.551661101	0.0
0.512	260.019491705	0.0
0.5222	261.480470542	0.0
0.5325	262.948852405	0.0
0.5427	264.396157119	0.0
0.553	265.85079557	0.0
0.5632	267.284554144	0.0
0.5734	268.711619999	0.0
0.5837	270.145917037	0.0
0.5939	271.559626179	0.0
0.6042	272.980498824	0.0
0.6144	274.380976266	0.0
0.6246	275.774916344	0.0
0.6349	277.175919751	0.0
0.6451	278.556813159	0.0
0.6554	279.944703786	0.0
0.6656	281.312672636	0.0
0.6758	282.674255869	0.0
0.6861	284.042738473	0.0
0.6963	285.391577882	0.0
0.7066	286.747252088	0.0
0.7168	288.08346695	1.0
0.727	289.413444422	1.0
0.7373	290.750161114	0.0
0.7475	292.067690578	0.0
0.7578	293.391896185	0.0
0.768	294.69709415	0.0
0.7782	295.996199509	0.0
0.7885	297.301887655	1.0
0.7987	298.588833956	0.0
0.809	299.882301431	0.0
0.8192	301.157202478	1.0
0.8294	302.426152344	1.0
0.8397	303.701532193	1.0
0.8499	304.958605244	1.0
0.8602	306.222048095	2.0
0.8704	307.467355492	0.0
0.8806	308.70684985	0.0
0.8909	309.952624934	0.0
0.9011	311.180518167	0.0
0.9114	312.414633342	0.0
0.9216	313.631034031	1.0
0.9318	314.841756616	0.0
0.9421	316.058614137	1.0
0.9523	317.258004889	0.0
0.9626	318.463473156	2.0
0.9728	319.651638134	0.0
0.983	320.834256813	0.0
0.9933	322.022868019	2.0
1.0035	323.194417904	0.0
1.0138	324.371904229	1.0
1.024	325.532488919	1.0
1.0342	326.687656053	0.0
1.0445	327.848676612	0.0
1.0547	328.993031886	0.0
1.065	330.143185801	1.0
1.0752	331.27683041	0.0
1.0854	332.405183218	0.0
1.0957	333.539253579	1.0
1.1059	334.657045498	0.0
1.1162	335.780501456	1.0
1.1264	336.887831331	1.0
1.1366	337.98999224	0.0
1.1469	339.097737984	0.0
1.1571	340.189583149	1.0
1.1674	341.286960878	1.0
1.1776	342.36858685	1.0
1.1878	343.44516384	0.0
1.1981	344.527196028	2.0
1.2083	345.593696729	0.0
1.2186	346.665601568	2.0
1.2288	347.722120289	0.0
1.239	348.773707228	0.0
1.2493	349.830622735	0.0
1.2595	350.872367281	4.0
1.2698	351.919390521	0.0
1.28	352.951384793	0.0
1.2902	353.978561762	1.0
1.3005	355.01094361	2.0
1.3107	356.028506652	0.0
1.321	357.051225857	0.0
1.3312	358.059264954	2.0
1.3414	359.06259857	0.0
1.3517	360.071016246	0.0
1.3619	361.064959098	1.0
1.3722	362.063938426	1.0
1.3824	363.048578408	1.0
1.3926	364.028622135	0.0
1.4029	365.013631908	0.0
1.4131	365.984502854	1.0
1.4234	366.960293367	2.0
1.4336	367.922077385	3.0
1.4438	368.87937184	8.0
