TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-27-002
irradiation_dose [mSv]=10.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	136.464803996	0.0
0.0102	138.182927683	0.0
0.0205	139.910642606	0.0
0.0307	141.61443088	1.0
0.041	143.327730365	1.0
0.0512	145.017302838	0.0
0.0614	146.699846334	2.0
0.0717	148.391782443	2.0
0.0819	150.060287396	1.0
0.0922	151.738106593	2.0
0.1024	153.392690135	4.0
0.1126	155.040390262	2.0
0.1229	156.697288493	0.0
0.1331	158.331240796	0.0
0.1434	159.974314459	3.0
0.1536	161.594633647	0.0
0.1638	163.208211966	2.0
0.1741	164.830797909	1.0
0.1843	166.430913106	1.0
0.1946	168.03996077	0.0
0.2048	169.626725176	0.0
0.215	171.206888309	2.0
0.2253	172.795872528	0.0
0.2355	174.362851343	0.0
0.2458	175.938577644	0.0
0.256	177.492482145	1.0
0.2662	179.039922078	0.0
0.2765	180.596000423	0.0
0.2867	182.130529068	0.0
0.297	183.67362405	0.0
0.3072	185.195349135	0.0
0.3174	186.710743524	0.0
0.3277	188.234597435	0.0
0.3379	189.737347913	0.0
0.3482	191.248487329	0.0
0.3584	192.738699393	0.0
0.3686	194.222711861	0.0
0.3789	195.715008665	0.0
0.3891	197.186639062	0.0
0.3994	198.666484673	1.0
0.4096	200.12583631	0.0
0.4198	201.579116738	1.0
0.4301	203.040509943	0.0
0.4403	204.481664717	1.0
0.4506	205.930864578	0.0
0.4608	207.35999487	0.0
0.471	208.783179679	0.0
0.4813	210.214309261	0.0
0.4915	211.625619523	0.0
0.5018	213.04480827	0.0
0.512	214.444343062	0.0
0.5222	215.838055496	0.0
0.5325	217.239548175	0.0
0.5427	218.621631969	0.0
0.553	220.011431093	0.0
0.5632	221.381983272	0.0
0.5734	222.746833666	0.0
0.5837	224.119303187	0.0
0.5939	225.472765756	0.0
0.6042	226.83378388	0.0
0.6144	228.175953639	0.0
0.6246	229.51253969	0.0
0.6349	230.856587085	0.0
0.6451	232.182021139	0.0
0.6554	233.514854281	1.0
0.6656	234.829229385	0.0
0.6758	236.138136412	0.0
0.6861	237.454350268	0.0
0.6963	238.752336242	0.0
0.7066	240.057568078	1.0
