TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-14-003
irradiation_dose [mSv]=1.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	168.728718779	0.0
0.0102	170.30557654	0.0
0.0205	171.891463703	2.0
0.0307	173.455612015	0.0
0.041	175.028716952	2.0
0.0512	176.580258252	0.0
0.0614	178.125564703	2.0
0.0717	179.679719888	0.0
0.0819	181.212571194	3.0
0.0922	182.754199911	2.0
0.1024	184.274696459	1.0
0.1126	185.78908291	1.0
0.1229	187.312141041	2.0
0.1331	188.814321561	2.0
0.1434	190.325103866	2.0
0.1536	191.815176834	2.0
0.1638	193.299261964	3.0
0.1741	194.79184526	1.0
0.1843	196.263968686	0.0
0.1946	197.744521785	2.0
0.2048	199.204779918	1.0
0.215	200.659170023	4.0
0.2253	202.121888256	0.0
0.2355	203.564555999	1.0
0.2458	205.015484746	2.0
0.256	206.446524609	1.0
0.2662	207.871813857	0.0
0.2765	209.305264596	0.0
0.2867	210.719066035	0.0
0.297	212.140963183	0.0
0.3072	213.543369403	1.0
0.3174	214.940140073	0.0
0.3277	216.34490893	0.0
0.3379	217.730421649	0.0
0.3482	219.123868091	0.0
0.3584	220.498213599	0.0
0.3686	221.867036317	1.0
0.3789	223.243697188	0.0
0.3891	224.601487216	0.0
0.3994	225.967052221	0.0
0.4096	227.313898483	0.0
0.4198	228.65533246	0.0
0.4301	230.004447756	0.0
0.4403	231.335069796	0.0
0.4506	232.673311243	0.0
0.4608	233.99320849	0.0
0.471	235.307801746	0.0
0.4813	236.629922626	0.0
0.4915	237.933920281	1.0
0.5018	239.245384888	0.0
0.512	240.538872342	0.0
0.5222	241.827161933	0.0
0.5325	243.122828528	0.0
0.5427	244.400734525	0.0
0.553	245.685958067	0.0
0.5632	246.953564161	0.0
0.5734	248.216076397	0.0
0.5837	249.48581803	0.0
0.5939	250.738154436	0.0
0.6042	251.997661971	0.0
0.6144	253.239904565	0.0
0.6246	254.477155224	0.0
0.6349	255.721490626	0.0
0.6451	256.948769063	0.0
0.6554	258.183075142	0.0
0.6656	259.400461734	1.0
0.6758	260.612956273	0.0
0.6861	261.832393798	1.0
0.6963	263.03511565	0.0
0.7066	264.244724528	0.0
0.7168	265.43775246	0.0
0.727	266.625986225	0.0
0.7373	267.821024054	1.0
0.7475	268.999680673	0.0
0.7578	270.185086515	1.0
0.768	271.35424318	0.0
0.7782	272.518701604	0.0
0.7885	273.68982795	0.0
0.7987	274.844900857	0.0
0.809	276.006587941	0.0
0.8192	277.152350978	0.0
0.8294	278.293509781	0.0
0.8397	279.441203088	0.0
0.8499	280.573164168	0.0
0.8602	281.711607084	0.0
0.8704	282.834444576	0.0
0.8806	283.952769959	0.0
0.8909	285.077499098	0.0
0.9011	286.186810796	0.0
0.9114	287.302474634	1.0
0.9216	288.402845297	0.0
0.9318	289.498794135	0.0
0.9421	290.601018595	0.0
0.9523	291.688134102	1.0
0.9626	292.781474649	0.0
0.9728	293.859828021	0.0
0.983	294.933848045	0.0
0.9933	296.014018122	0.0
1.0035	297.07938156	0.0
1.0138	298.150845483	0.0
1.024	299.207622108	0.0
1.0342	300.260152091	0.0
1.0445	301.31870907	0.0
1.0547	302.362755677	0.0
1.065	303.412780703	0.0
1.0752	304.44841231	0.0
1.0854	305.479882245	0.0
1.0957	306.517258583	0.0
1.1059	307.540414887	0.0
1.1162	308.569429987	0.0
1.1264	309.584339666	0.0
1.1366	310.595170944	2.0
1.1469	311.611790443	0.0
1.1571	312.614474436	0.0
1.1674	313.622899998	0.0
1.1776	314.617502374	0.0
1.1878	315.608107952	0.0
1.1981	316.604385936	0.0
1.2083	317.587007249	0.0
1.2186	318.575255248	1.0
1.2288	319.549956648	0.0
1.239	320.520741224	1.0
1.2493	321.497084705	2.0
1.2595	322.460044772	2.0
1.2698	323.42851894	0.0
1.28	324.383717563	2.0
1.2902	325.335077733	1.0
1.3005	326.291885581	0.0
1.3107	327.235577802	3.0
1.321	328.184673794	1.0
1.3312	329.12075987	3.0
1.3414	330.053084297	2.0
1.3517	330.9907474	2.0
1.3619	331.915557306	1.0
1.3722	332.845662858	0.0
1.3824	333.763018811	3.0
1.3926	334.67668838	4.0
1.4029	335.595589804	3.0
1.4131	336.501895211	4.0
1.4234	337.413390304	2.0
1.4336	338.312390903	3.0
1.4438	339.20777888	5.0
1.4541	340.108294027	1.0
1.4643	340.99646519	3.0
1.4746	341.889722199	0.0
1.4848	342.770734717	5.0
1.495	343.648206897	1.0
1.5053	344.530703658	4.0
1.5155	345.401103426	7.0
1.5258	346.276487277	6.0
1.536	347.139871636	9.0
1.5462	347.999786496	8.0
1.5565	348.8646254	5.0
1.5667	349.71760936	5.0
1.577	350.575477676	5.0
1.5872	351.421586598	6.0
1.5974	352.264295442	11.0
1.6077	353.111829805	14.0
1.6179	353.947746429	8.0
1.6282	354.788449679	9.0
1.6384	355.617628827	8.0
1.6486	356.44347593	7.0
1.6589	357.274051999	13.0
1.6691	358.093242787	8.0
1.6794	358.917124425	13.0
1.6896	359.729712548	17.0
1.6998	360.539035296	17.0
1.7101	361.352992387	20.0
1.7203	362.155792006	16.0
1.7306	362.963188616	18.0
1.7408	363.759517683	24.0
1.751	364.552646711	23.0
1.7613	365.350317355	23.0
1.7715	366.137053775	32.0
1.7818	366.928295206	26.0
1.792	367.708690543	27.0
1.8022	368.485949871	38.0
1.8125	369.267659942	24.0
1.8227	370.038654572	32.0
1.833	370.814064072	27.0
1.8432	371.578844497	33.0
1.8534	372.340551662	42.0
1.8637	373.106620515	47.0
1.8739	373.862188332	42.0
1.8842	374.622082681	52.0
1.8944	375.371560633	63.0
1.9046	376.118026817	57.0
1.9149	376.868767416	68.0
1.9251	377.609217095	61.0
1.9354	378.353906736	71.0
1.9456	379.088388402	62.0
1.9558	379.819918562	67.0
1.9661	380.555637611	77.0
1.9763	381.281271649	111.0
1.9866	382.011060813	89.0
1.9968	382.730846253	89.0
2.007	383.447739243	101.0
2.0173	384.168737307	88.0
2.0275	384.879852151	96.0
2.0378	385.595038981	84.0
2.048	386.300422251	108.0
2.0582	387.002970947	122.0
2.0685	387.709542577	133.0
2.0787	388.406428741	138.0
2.089	389.107305415	108.0
2.0992	389.798574688	124.0
2.1094	390.487066104	132.0
2.1197	391.179499959	157.0
2.1299	391.862442145	162.0
2.1402	392.549294994	153.0
2.1504	393.226732676	172.0
2.1606	393.901448084	175.0
2.1709	394.580027046	170.0
2.1811	395.249304258	168.0
2.1914	395.922413885	164.0
2.2016	396.586296733	188.0
2.2118	397.247511776	183.0
2.2221	397.912513068	219.0
2.2323	398.568398728	187.0
2.2426	399.22804012	167.0
2.2528	399.878639352	220.0
2.263	400.526624159	199.0
2.2733	401.178319456	211.0
2.2835	401.821081516	209.0
2.2938	402.467524159	228.0
2.304	403.105105566	228.0
2.3142	403.740124861	213.0
2.3245	404.378780402	208.0
2.3347	405.008681451	246.0
2.345	405.642189439	209.0
2.3552	406.267013495	196.0
2.3654	406.889326703	190.0
2.3757	407.515203401	219.0
