TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-21-013
irradiation_dose [mSv]=3.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	162.672143365	0.0
0.0102	164.018928914	0.0
0.0205	165.374282301	0.0
0.0307	166.711901609	1.0
0.041	168.058030443	3.0
0.0512	169.386545897	2.0
0.0614	170.710554739	1.0
0.0717	172.042986521	2.0
0.0819	173.357984141	0.0
0.0922	174.681347374	0.0
0.1024	175.987395103	3.0
0.1126	177.289012436	3.0
0.1229	178.59891026	0.0
0.1331	179.891668767	1.0
0.1434	181.19265141	0.0
0.1536	182.476611386	1.0
0.1638	183.756215892	2.0
0.1741	185.043960851	2.0
0.1843	186.314856352	1.0
0.1946	187.593836902	1.0
0.2048	188.856082671	0.0
0.215	190.114046629	1.0
0.2253	191.38001337	1.0
0.2355	192.629415609	6.0
0.2458	193.886766163	2.0
0.256	195.127664954	0.0
0.2662	196.364354347	1.0
0.2765	197.608911181	0.0
0.2867	198.83718365	0.0
0.297	200.073270014	0.0
0.3072	201.293182844	0.0
0.3174	202.508957467	0.0
0.3277	203.732466476	1.0
0.3379	204.939966519	0.0
0.3482	206.15514831	0.0
0.3584	207.354430093	0.0
0.3686	208.549643652	1.0
0.3789	209.752460795	1.0
0.3891	210.939539715	0.0
0.3994	212.134170469	0.0
0.4096	213.313170114	0.0
0.4198	214.488170337	0.0
0.4301	215.670645553	0.0
0.4403	216.837648709	0.0
0.4506	218.012075983	0.0
0.4608	219.1711365	0.0
0.471	220.326265233	0.0
0.4813	221.488742542	0.0
0.4915	222.636009454	0.0
0.5018	223.790574927	0.0
0.512	224.930033525	0.0
0.5222	226.065626833	0.0
0.5325	227.208444439	0.0
0.5427	228.336308883	0.0
0.553	229.471348457	1.0
0.5632	230.591536641	1.0
0.5734	231.707924905	0.0
0.5837	232.831415289	0.0
0.5939	233.9402054	0.0
0.6042	235.056049294	1.0
0.6144	236.157292964	0.0
0.6246	237.254800977	0.0
0.6349	238.359291001	1.0
0.6451	239.44932936	0.0
0.6554	240.546302211	0.0
0.6656	241.628921754	1.0
0.6758	242.707868818	0.0
0.6861	243.793679814	0.0
0.6963	244.865283549	0.0
0.7066	245.943704501	0.0
0.7168	247.008014888	0.0
0.727	248.068714903	0.0
0.7373	249.136162768	0.0
0.7475	250.189643645	0.0
0.7578	251.249826446	0.0
0.768	252.296137318	0.0
0.7782	253.338898878	0.0
0.7885	254.388294168	1.0
0.7987	255.423958678	0.0
0.809	256.46621177	1.0
0.8192	257.494827534	0.0
0.8294	258.51995401	0.0
0.8397	259.551602029	0.0
0.8499	260.569751481	0.0
0.8602	261.59437809	1.0
0.8704	262.605598003	1.0
0.8806	263.61338764	0.0
0.8909	264.627588527	0.0
0.9011	265.628519134	1.0
0.9114	266.635817357	2.0
0.9216	267.629935617	0.0
0.9318	268.620681613	1.0
0.9421	269.617730433	0.0
0.9523	270.601733398	0.0
0.9626	271.59199629	0.0
0.9728	272.569302119	1.0
0.983	273.543292714	1.0
0.9933	274.523479541	1.0
1.0035	275.490841144	0.0
1.0138	276.464356805	1.0
1.024	277.425134532	1.0
1.0342	278.382653093	0.0
1.0445	279.346263095	2.0
1.0547	280.297264772	1.0
1.065	281.254316431	0.0
1.0752	282.198845578	1.0
1.0854	283.140170677	2.0
1.0957	284.0874842	2.0
1.1059	285.022402628	0.0
1.1162	285.963268722	0.0
1.1264	286.891824084	2.0
1.1366	287.817229584	1.0
1.1469	288.748522232	1.0
1.1571	289.66762941	0.0
1.1674	290.592583668	0.0
1.1776	291.505435391	0.0
1.1878	292.415190523	0.0
1.1981	293.33073324	0.0
1.2083	294.234296566	1.0
1.2186	295.143608087	1.0
1.2288	296.04102175	3.0
1.239	296.935391191	1.0
1.2493	297.835450338	0.0
1.2595	298.723732689	1.0
1.2698	299.617666022	0.0
1.28	300.499902711	1.0
1.2902	301.379146663	0.0
1.3005	302.263984097	1.0
1.3107	303.137243903	0.0
1.321	304.016059121	1.0
1.3312	304.883375509	2.0
1.3414	305.747749773	1.0
1.3517	306.617622921	0.0
1.3619	307.476114242	1.0
1.3722	308.340067022	3.0
1.3824	309.192715439	2.0
1.3926	310.042471489	2.0
1.4029	310.897633426	1.0
1.4131	311.741606025	1.0
1.4234	312.590947719	4.0
1.4336	313.429176229	0.0
1.4438	314.264561286	4.0
1.4541	315.105260808	0.0
1.4643	315.934960224	1.0
1.4746	316.769937934	0.0
1.4848	317.593990404	0.0
1.495	318.41524751	3.0
1.5053	319.241729203	4.0
1.5155	320.057396822	6.0
1.5258	320.87825347	2.0
1.536	321.688369644	1.0
1.5462	322.495737729	1.0
1.5565	323.308242044	2.0
1.5667	324.110115171	5.0
1.577	324.91708957	5.0
1.5872	325.713505139	5.0
1.5974	326.507219093	4.0
1.6077	327.305982413	1.0
1.6179	328.09429434	9.0
1.6282	328.887621266	3.0
1.6384	329.670567931	5.0
1.6486	330.450858672	6.0
1.6589	331.236113384	3.0
1.6691	332.011093455	2.0
1.6794	332.791003714	7.0
1.6896	333.56070926	5.0
1.6998	334.3278038	4.0
1.7101	335.09977836	4.0
1.7203	335.861652043	6.0
1.7306	336.628372535	8.0
1.7408	337.385060896	5.0
1.751	338.139182406	13.0
1.7613	338.898101408	7.0
1.7715	339.647090357	12.0
1.7818	340.400844146	11.0
1.792	341.144735466	8.0
1.8022	341.886103347	12.0
1.8125	342.632187583	12.0
1.8227	343.368509704	14.0
1.833	344.109516081	12.0
1.8432	344.840826784	8.0
1.8534	345.569656723	6.0
1.8637	346.303123255	19.0
1.8739	347.026992767	16.0
1.8842	347.755467316	14.0
1.8944	348.474410163	17.0
1.9046	349.1909142	23.0
1.9149	349.911976417	13.0
1.9251	350.623603918	15.0
1.9354	351.339758576	21.0
1.9456	352.046542731	24.0
1.9558	352.750929321	29.0
1.9661	353.459797004	28.0
1.9763	354.15938953	23.0
1.9866	354.863432649	24.0
1.9968	355.558263739	29.0
2.007	356.250737811	30.0
2.0173	356.947617192	45.0
2.0275	357.635378277	36.0
2.0378	358.327514687	28.0
2.048	359.010594861	28.0
2.0582	359.691357879	48.0
2.0685	360.376451703	34.0
2.0787	361.052581439	47.0
2.089	361.733012505	55.0
2.0992	362.404540493	44.0
2.1094	363.073790512	55.0
2.1197	363.747298096	45.0
2.1299	364.411993191	44.0
2.1402	365.080916873	47.0
2.1504	365.741088044	50.0
2.1606	366.399019772	54.0
2.1709	367.061137061	49.0
2.1811	367.714590897	65.0
2.1914	368.372201806	74.0
2.2016	369.021208227	74.0
2.2118	369.668013077	87.0
2.2221	370.318932702	91.0
2.2323	370.961335389	86.0
2.2426	371.607824847	88.0
2.2528	372.245855333	94.0
2.263	372.881721482	104.0
2.2733	373.521632818	111.0
2.2835	374.153171253	124.0
2.2938	374.788727344	118.0
2.304	375.41596752	128.0
2.3142	376.041079963	129.0
2.3245	376.670169179	135.0
2.3347	377.291027098	126.0
2.345	377.915834725	153.0
2.3552	378.532467077	162.0
2.3654	379.147007678	148.0
2.3757	379.765457798	164.0
2.3859	380.375815828	168.0
2.3962	380.990056769	195.0
2.4064	381.596260694	181.0
2.4166	382.200408244	161.0
2.4269	382.808399196	208.0
2.4371	383.408434909	220.0
2.4474	384.012287867	213.0
2.4576	384.60823973	196.0
2.4678	385.202169995	237.0
2.4781	385.799878663	252.0
2.4883	386.38976663	283.0
2.4986	386.983407285	265.0
2.5088	387.569280467	298.0
2.519	388.153166241	294.0
2.5293	388.740766518	292.0
2.5395	389.320678357	309.0
2.5498	389.904279419	324.0
2.56	390.480244371	357.0
2.5702	391.054255525	342.0
2.5805	391.631918362	350.0
2.5907	392.202022789	354.0
2.601	392.775754046	340.0
2.6112	393.341978334	358.0
2.6214	393.906281867	356.0
2.6317	394.474175327	443.0
2.6419	395.034638202	405.0
2.6522	395.598666571	389.0
2.6624	396.155314929	431.0
2.6726	396.710075015	431.0
2.6829	397.268364316	445.0
2.6931	397.819348698	432.0
2.7034	398.373838274	450.0
2.7136	398.921072648	443.0
2.7238	399.466450685	446.0
2.7341	400.015298251	508.0
2.7443	400.556964438	511.0
2.7546	401.10207654	444.0
2.7648	401.64005614	428.0
2.775	402.176210797	462.0
2.7853	402.715776306	491.0
2.7955	403.248281887	470.0
2.8058	403.784175105	515.0
2.816	404.313056446	496.0
2.8262	404.840143707	469.0
2.8365	405.370584136	455.0
2.8467	405.894084034	481.0
2.857	406.420914279	452.0
2.8672	406.94085123	447.0
2.8774	407.459024442	455.0
