TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-27-008
irradiation_dose [mSv]=0.4

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	215.726446143	0.0
0.0102	216.628532381	0.0
0.0205	217.537158711	1.0
0.0307	218.434687662	0.0
0.041	219.338723664	0.0
0.0512	220.231718352	1.0
0.0614	221.122465508	1.0
0.0717	222.019670547	0.0
0.0819	222.9059177	2.0
0.0922	223.798590111	0.0
0.1024	224.680359995	1.0
0.1126	225.559910599	0.0
0.1229	226.445837911	2.0
0.1331	227.320945077	1.0
0.1434	228.202396736	0.0
0.1536	229.073082911	1.0
0.1638	229.941577702	1.0
0.1741	230.816369046	0.0
0.1843	231.680476252	1.0
0.1946	232.550848202	0.0
0.2048	233.410589988	0.0
0.215	234.268167935	2.0
0.2253	235.13196329	1.0
0.2355	235.985208804	1.0
0.2458	236.844640314	0.0
0.256	237.693575281	0.0
0.2662	238.540373608	0.0
0.2765	239.393311191	0.0
0.2867	240.235831542	0.0
0.297	241.084460133	0.0
0.3072	241.922724121	0.0
0.3174	242.758878325	0.0
0.3277	243.601094616	0.0
0.3379	244.433024619	0.0
0.3482	245.270986082	0.0
0.3584	246.098713222	0.0
0.3686	246.9243571	1.0
0.3789	247.755986864	0.0
0.3891	248.577459636	0.0
0.3994	249.404888055	0.0
0.4096	250.222210795	0.0
0.4198	251.037476459	0.0
0.4301	251.858652767	0.0
0.4403	252.669799756	0.0
0.4506	253.486827529	0.0
0.4608	254.29387665	0.0
0.471	255.098894552	1.0
0.4813	255.909748803	0.0
0.4915	256.710699801	0.0
0.5018	257.517457663	0.0
0.512	258.314362304	0.0
0.5222	259.109261257	0.0
0.5325	259.909923197	0.0
0.5427	260.700806366	0.0
0.553	261.497423409	0.0
0.5632	262.284311083	0.0
0.5734	263.06921828	0.0
0.5837	263.859816025	0.0
0.5939	264.640757918	0.0
0.6042	265.427361609	0.0
0.6144	266.204358228	0.0
0.6246	266.979399265	0.0
0.6349	267.760059321	0.0
0.6451	268.531184896	0.0
0.6554	269.307901102	0.0
0.6656	270.075130995	0.0
0.6758	270.840429888	0.0
0.6861	271.611277169	0.0
0.6963	272.372709816	0.0
0.7066	273.139662821	0.0
0.7168	273.897248755	2.0
0.727	274.652927961	1.0
0.7373	275.414085813	0.0
0.7475	276.165947371	0.0
0.7578	276.923259897	0.0
0.768	277.671323095	0.0
0.7782	278.417503531	0.0
0.7885	279.169093748	0.0
0.7987	279.911504524	0.0
0.809	280.659297751	0.0
0.8192	281.397957911	0.0
0.8294	282.134758977	0.0
0.8397	282.876901822	0.0
0.8499	283.609980611	0.0
0.8602	284.348374194	0.0
0.8704	285.077749512	0.0
0.8806	285.805289104	0.0
0.8909	286.53810333	0.0
0.9011	287.261967434	0.0
0.9114	287.991079525	0.0
0.9216	288.711286709	0.0
0.9318	289.429681242	0.0
0.9421	290.153284108	0.0
0.9523	290.868049354	0.0
0.9626	291.58799662	0.0
0.9728	292.299150914	0.0
0.983	293.00851534	0.0
0.9933	293.723022631	0.0
1.0035	294.42880339	0.0
1.0138	295.139701032	0.0
1.024	295.841916227	0.0
1.0342	296.542364054	0.0
1.0445	297.247890101	0.0
1.0547	297.944799306	0.0
1.065	298.646761076	0.0
1.0752	299.340149537	0.0
1.0854	300.031792844	0.0
1.0957	300.728450539	0.0
1.1059	301.416599705	0.0
1.1162	302.109737925	1.0
1.1264	302.794410601	0.0
1.1366	303.477360061	0.0
1.1469	304.165260878	1.0
1.1571	304.844760116	1.0
1.1674	305.529185698	1.0
1.1776	306.205252146	1.0
1.1878	306.879617038	0.0
1.1981	307.558871049	0.0
1.2083	308.229829089	0.0
1.2186	308.905651549	0.0
1.2288	309.573219947	0.0
1.239	310.239108178	0.0
1.2493	310.909824073	0.0
1.2595	311.572348275	0.0
1.2698	312.239675753	1.0
1.28	312.898852921	0.0
1.2902	313.556371041	0.0
1.3005	314.218656143	0.0
1.3107	314.87285252	1.0
1.321	315.531791795	0.0
1.3312	316.18268321	0.0
1.3414	316.831936431	0.0
1.3517	317.485896712	0.0
1.3619	318.131869943	0.0
1.3722	318.782526455	0.0
1.3824	319.425236267	0.0
1.3926	320.066328476	0.0
1.4029	320.712068579	0.0
1.4131	321.349922028	0.0
1.4234	321.99239989	0.0
1.4336	322.62703094	0.0
1.4438	323.260064721	0.0
1.4541	323.897687972	0.0
1.4643	324.527523703	0.0
1.4746	325.161925719	0.0
1.4848	325.788579556	1.0
1.495	326.413656201	0.0
1.5053	327.043264629	1.0
1.5155	327.665183423	0.0
1.5258	328.291611105	0.0
1.536	328.910388002	0.0
1.5462	329.527607532	0.0
1.5565	330.149301879	1.0
1.5667	330.763403252	1.0
1.577	331.381956836	0.0
1.5872	331.992955805	0.0
1.5974	332.602416982	1.0
1.6077	333.216296729	1.0
1.6179	333.822678944	0.0
1.6282	334.433457406	0.0
1.6384	335.036776213	0.0
1.6486	335.638576559	0.0
1.6589	336.244739934	1.0
1.6691	336.843500019	0.0
1.6794	337.446601093	0.0
1.6896	338.042336277	1.0
1.6998	338.636572086	1.0
1.7101	339.235116083	0.0
1.7203	339.826349848	0.0
1.7306	340.421870035	0.0
1.7408	341.010116921	2.0
1.751	341.59688328	1.0
1.7613	342.187903672	1.0
1.7715	342.771705721	2.0
