TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-27-004
irradiation_dose [mSv]=0.4

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	177.241614646	0.0
0.0102	178.489759662	0.0
0.0205	179.746057431	0.0
0.0307	180.986126905	2.0
0.041	182.234296383	3.0
0.0512	183.466342564	1.0
0.0614	184.694416028	1.0
0.0717	185.93051114	2.0
0.0819	187.150638925	1.0
0.0922	188.378736458	0.0
0.1024	189.590969974	2.0
0.1126	190.799294659	0.0
0.1229	192.015511994	3.0
0.1331	193.216018776	0.0
0.1434	194.424367143	1.0
0.1536	195.617106603	4.0
0.1638	196.806000091	3.0
0.1741	198.002659307	1.0
0.1843	199.183860612	1.0
0.1946	200.372777401	5.0
0.2048	201.546336292	2.0
0.215	202.716111058	0.0
0.2253	203.89352667	1.0
0.2355	205.055732952	1.0
0.2458	206.225530644	1.0
0.256	207.380217411	2.0
0.2662	208.531180905	0.0
0.2765	209.689662373	0.0
0.2867	210.833179093	0.0
0.297	211.984165144	0.0
0.3072	213.120283271	0.0
0.3174	214.252737999	0.0
0.3277	215.392589804	0.0
0.3379	216.517717511	0.0
0.3482	217.650194434	1.0
0.3584	218.768042525	0.0
0.3686	219.882286129	0.0
0.3789	221.003807856	0.0
0.3891	222.110842265	0.0
0.3994	223.225107708	2.0
0.4096	224.324979565	0.0
0.4198	225.4213049	0.0
0.4301	226.524791318	0.0
0.4403	227.61402339	0.0
0.4506	228.710370211	0.0
0.4608	229.792554913	1.0
0.471	230.871250125	1.0
0.4813	231.956991261	0.0
0.4915	233.028707276	0.0
0.5018	234.107423629	0.0
0.512	235.172205604	0.0
0.5222	236.233554204	0.0
0.5325	237.301835422	0.0
0.5427	238.356317059	0.0
0.553	239.41768646	2.0
0.5632	240.465345563	0.0
0.5734	241.509626504	0.0
0.5837	242.560728579	1.0
0.5939	243.598252985	0.0
0.6042	244.642554392	1.0
0.6144	245.673365979	0.0
0.6246	246.700853728	1.0
0.6349	247.735052919	0.0
0.6451	248.755892785	0.0
0.6554	249.783400671	0.0
0.6656	250.797635668	0.0
0.6758	251.808600277	0.0
0.6861	252.826168402	0.0
0.6963	253.830592035	0.0
0.7066	254.841576458	0.0
0.7168	255.839501434	0.0
0.727	256.834208615	1.0
0.7373	257.835413119	0.0
0.7475	258.823684509	0.0
0.7578	259.818411185	0.0
0.768	260.800288424	0.0
0.7782	261.778999613	0.0
0.7885	262.764103642	0.0
0.7987	263.736482535	0.0
0.809	264.715212906	0.0
0.8192	265.681300473	0.0
0.8294	266.644272905	0.0
0.8397	267.613535371	0.0
0.8499	268.570277337	0.0
0.8602	269.533268641	0.0
0.8704	270.483820452	0.0
0.8806	271.431307222	0.0
0.8909	272.384982876	0.0
0.9011	273.326339373	0.0
0.9114	274.273844712	0.0
0.9216	275.209110599	1.0
0.9318	276.141360734	0.0
0.9421	277.079700229	0.0
0.9523	278.005918673	0.0
0.9626	278.938187079	0.0
0.9728	279.858412856	1.0
0.983	280.775671378	0.0
0.9933	281.698921337	0.0
1.0035	282.610245163	0.0
1.0138	283.527521662	0.0
1.024	284.432949192	0.0
1.0342	285.335457182	1.0
1.0445	286.243860261	1.0
1.0547	287.140528993	1.0
1.065	288.043054671	0.0
1.0752	288.933921925	0.0
1.0854	289.821916589	0.0
1.0957	290.715711541	0.0
1.1059	291.597960848	0.0
1.1162	292.485972916	0.0
1.1264	293.362514039	0.0
1.1366	294.236228767	0.0
1.1469	295.115650509	1.0
1.1571	295.983712271	0.0
1.1674	296.857444123	0.0
1.1776	297.719889496	0.0
1.1878	298.579553925	0.0
1.1981	299.444833592	0.0
1.2083	300.298935962	1.0
1.2186	301.158617239	0.0
1.2288	302.007193537	1.0
1.239	302.853033611	0.0
1.2493	303.704398625	0.0
1.2595	304.544766084	1.0
1.2698	305.390622736	0.0
1.28	306.225552988	1.0
1.2902	307.057791019	1.0
1.3005	307.895465142	0.0
1.3107	308.722318563	0.0
1.321	309.554572905	0.0
1.3312	310.376076555	0.0
1.3414	311.194931278	1.0
1.3517	312.019134675	0.0
1.3619	312.832691379	1.0
1.3722	313.651562151	1.0
1.3824	314.459855114	1.0
1.3926	315.265541748	1.0
1.4029	316.076491042	1.0
1.4131	316.876964855	0.0
1.4234	317.682667279	0.0
1.4336	318.477961998	1.0
1.4438	319.2706923	0.0
1.4541	320.068600633	1.0
1.4643	320.856201942	0.0
1.4746	321.64894778	0.0
1.4848	322.43145328	0.0
1.495	323.211435602	1.0
1.5053	323.996512687	0.0
1.5155	324.771448496	2.0
1.5258	325.551446105	1.0
1.536	326.321368051	1.0
1.5462	327.088807395	1.0
1.5565	327.861259572	2.0
1.5667	328.623733557	0.0
1.577	329.391187941	0.0
1.5872	330.148728692	1.0
1.5974	330.903826762	1.0
1.6077	331.663857054	3.0
1.6179	332.414069614	3.0
1.6282	333.169182483	1.0
1.6384	333.914541141	0.0
1.6486	334.657496399	0.0
1.6589	335.405304564	1.0
1.6691	336.143452876	1.0
1.6794	336.886422695	3.0
1.6896	337.619795162	1.0
1.6998	338.350802878	1.0
1.7101	339.086585461	2.0
1.7203	339.812863531	2.0
1.7306	340.543885575	1.0
1.7408	341.265464601	1.0
1.751	341.984716905	1.0
1.7613	342.70866729	0.0
1.7715	343.423266006	0.0
1.7818	344.142532407	0.0
1.792	344.852507644	2.0
1.8022	345.560193576	3.0
1.8125	346.272502038	3.0
1.8227	346.975609217	1.0
1.833	347.683309019	1.0
1.8432	348.381867069	3.0
1.8534	349.078172629	4.0
1.8637	349.779026384	0.0
1.8739	350.470826821	3.0
1.8842	351.167146028	3.0
1.8944	351.854470492	4.0
1.9046	352.539578688	2.0
1.9149	353.22916194	3.0
1.9251	353.909837462	0.0
1.9354	354.594959085	4.0
1.9456	355.271230612	4.0
1.9558	355.945321511	0.0
1.9661	356.623815501	2.0
1.9763	357.293545008	7.0
1.9866	357.967649118	4.0
1.9968	358.633045452	1.0
2.007	359.296296224	2.0
2.0173	359.96387928	3.0
2.0275	360.622838796	2.0
2.0378	361.286102567	3.0
2.048	361.940798591	4.0
2.0582	362.593383557	7.0
2.0685	363.25023114	7.0
2.0787	363.898593858	7.0
2.089	364.551191614	5.0
2.0992	365.195359403	2.0
2.1094	365.837450081	7.0
2.1197	366.483734828	7.0
2.1299	367.121671157	12.0
2.1402	367.763774419	6.0
2.1504	368.397583278	5.0
2.1606	369.029348428	10.0
2.1709	369.665240202	8.0
2.1811	370.292917809	5.0
2.1914	370.924695341	12.0
2.2016	371.548311852	11.0
2.2118	372.16991752	8.0
2.2221	372.795583451	14.0
2.2323	373.413167308	11.0
2.2426	374.034785159	11.0
2.2528	374.648373227	18.0
2.263	375.259982788	11.0
2.2733	375.875587319	10.0
2.2835	376.483239745	17.0
2.2938	377.094861294	15.0
2.304	377.698582187	15.0
2.3142	378.30035639	13.0
2.3245	378.90606132	24.0
2.3347	379.503942023	15.0
2.345	380.10572802	20.0
2.3552	380.699740414	12.0
2.3654	381.291837423	24.0
2.3757	381.887801948	20.0
2.3859	382.476068068	25.0
2.3962	383.068176681	22.0
2.4064	383.652636699	20.0
2.4166	384.235212133	24.0
2.4269	384.821592889	23.0
2.4371	385.40039904	17.0
2.4474	385.982985892	34.0
2.4576	386.558047146	27.0
2.4678	387.131254123	34.0
2.4781	387.708205228	28.0
2.4883	388.277703536	30.0
2.4986	388.850921747	33.0
2.5088	389.41673538	50.0
2.519	389.980724556	35.0
2.5293	390.548397649	41.0
2.5395	391.108737794	29.0
2.5498	391.672738023	34.0
2.56	392.229452747	38.0
2.5702	392.784372353	45.0
2.5805	393.342916635	38.0
2.5907	393.894245891	35.0
2.601	394.449176372	32.0
2.6112	394.996938509	49.0
2.6214	395.542934393	43.0
2.6317	396.092496666	54.0
2.6419	396.634959938	39.0
2.6522	397.180966523	53.0
2.6624	397.719920039	38.0
2.6726	398.257135706	51.0
2.6829	398.79786041	57.0
2.6931	399.331600272	51.0
2.7034	399.868826468	65.0
2.7136	400.399113015	54.0
2.7238	400.92768966	53.0
2.7341	401.459718913	52.0
2.7443	401.984875649	63.0
2.7546	402.513462653	67.0
2.7648	403.035221606	65.0
2.775	403.555298154	57.0
2.7853	404.078771788	51.0
2.7955	404.595483423	62.0
2.8058	405.115570164	48.0
2.816	405.628938656	60.0
2.8262	406.140651798	46.0
2.8365	406.655707397	56.0
2.8467	407.164109737	66.0
2.857	407.675832909	68.0
2.8672	408.180945868	48.0
2.8774	408.684430097	46.0
2.8877	409.191203032	54.0
2.8979	409.691429701	51.0
2.9082	410.194923797	53.0
2.9184	410.691913982	43.0
2.9286	411.187301628	47.0
2.9389	411.685925094	42.0
2.9491	412.178107564	38.0
2.9594	412.673504919	53.0
2.9696	413.162502952	30.0
2.9798	413.649924217	28.0
2.9901	414.140529266	37.0
3.0003	414.624796898	44.0
3.0106	415.112227716	31.0
3.0208	415.593362119	51.0
3.031	416.072945111	44.0
3.0413	416.555660689	27.0
3.0515	417.032140762	26.0
3.0618	417.511733154	31.0
3.072	417.985130384	41.0
3.0822	418.457001151	31.0
3.0925	418.931954129	46.0
3.1027	419.400771875	30.0
3.113	419.872651891	26.0
3.1232	420.33843637	39.0
3.1334	420.802718933	33.0
3.1437	421.270034142	29.0
3.1539	421.731312781	38.0
3.1642	422.195604444	32.0
3.1744	422.653898594	33.0
3.1846	423.11071498	26.0
3.1949	423.570515243	29.0
3.2051	424.024376012	36.0
3.2154	424.481201351	29.0
3.2256	424.932125624	37.0
3.2358	425.381595898	29.0
3.2461	425.834002065	36.0
3.2563	426.28056425	35.0
3.2666	426.730043333	38.0
3.2768	427.173716245	41.0
3.287	427.61595854	52.0
3.2973	428.061089516	50.0
3.3075	428.500470487	46.0
3.3178	428.942721449	38.0
3.328	429.379259611	32.0
3.3382	429.81439016	48.0
3.3485	430.252362937	45.0
3.3587	430.684678177	33.0
3.369	431.119817255	39.0
3.3792	431.5493354	38.0
3.3894	431.977468569	50.0
3.3997	432.40839826	47.0
3.4099	432.833761392	50.0
3.4202	433.261902953	27.0
3.4304	433.684513971	38.0
3.4406	434.105762285	51.0
3.4509	434.52976215	49.0
3.4611	434.948284973	55.0
3.4714	435.369541544	37.0
3.4816	435.785356509	42.0
3.4918	436.199830685	60.0
3.5021	436.617012163	61.0
3.5123	437.028804677	58.0
3.5226	437.443286976	61.0
3.5328	437.852415177	44.0
3.543	438.26022415	55.0
3.5533	438.670696888	49.0
3.5635	439.075867323	53.0
3.5738	439.483684288	58.0
3.584	439.886233256	54.0
3.5942	440.287484209	56.0
3.6045	440.691356092	55.0
3.6147	441.090010938	60.0
3.625	441.491269756	59.0
3.6352	441.887345291	62.0
3.6454	442.282143685	60.0
3.6557	442.679520862	46.0
3.6659	443.071764897	62.0
3.6762	443.466571029	63.0
3.6864	443.856277231	54.0
3.6966	444.244726831	61.0
3.7069	444.635713744	74.0
3.7171	445.021650061	80.0
3.7274	445.410107274	76.0
3.7376	445.79354657	58.0
3.7478	446.17574947	67.0
