TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-27-002
irradiation_dose [mSv]=10.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	211.71486956	0.0
0.0102	212.655791571	0.0
0.0205	213.603479422	0.0
0.0307	214.539537699	0.0
0.041	215.482326844	0.0
0.0512	216.413546529	2.0
0.0614	217.342368046	3.0
0.0717	218.277868393	1.0
0.0819	219.201888726	2.0
0.0922	220.132553365	0.0
0.1024	221.051797331	0.0
0.1126	221.96867397	0.0
0.1229	222.892143547	1.0
0.1331	223.804280746	1.0
0.1434	224.722976803	1.0
0.1536	225.630399061	2.0
0.1638	226.535484435	2.0
0.1741	227.447077962	1.0
0.1843	228.347484847	1.0
0.1946	229.254366242	0.0
0.2048	230.150118821	1.0
0.215	231.04356457	1.0
0.2253	231.943434774	0.0
0.2355	232.8322622	4.0
0.2458	233.727480873	0.0
0.256	234.611713848	1.0
0.2662	235.49366966	1.0
0.2765	236.381967307	0.0
0.2867	237.259364189	0.0
0.297	238.143070124	0.0
0.3072	239.015931641	0.0
0.3174	239.88654528	0.0
0.3277	240.763419196	0.0
0.3379	241.629532533	0.0
0.3482	242.501873787	0.0
0.3584	243.363510086	0.0
0.3686	244.222927414	0.0
0.3789	245.088524511	0.0
0.3891	245.943499413	0.0
0.3994	246.804622139	0.0
0.4096	247.655177578	0.0
0.4198	248.503542583	0.0
0.4301	249.358007884	0.0
0.4403	250.201987593	0.0
0.4506	251.052036065	0.0
0.4608	251.891653147	0.0
0.471	252.729107965	0.0
0.4813	253.572584627	0.0
0.4915	254.405710545	1.0
0.5018	255.24482718	0.0
0.512	256.073646575	0.0
0.5222	256.900331513	0.0
0.5325	257.732960853	0.0
0.5427	258.555372563	0.0
0.553	259.383697947	0.0
0.5632	260.201858516	1.0
0.5734	261.017912078	0.0
0.5837	261.839833595	0.0
0.5939	262.651668883	0.0
0.6042	263.469341794	0.0
0.6144	264.276980613	0.0
0.6246	265.082539521	0.0
0.6349	265.89389092	0.0
0.6451	266.695285802	0.0
0.6554	267.502443234	1.0
0.6656	268.299695614	0.0
0.6758	269.094894832	0.0
0.6861	269.895812049	0.0
0.6963	270.686900791	0.0
0.7066	271.483677975	0.0
0.7168	272.27067749	0.0
0.727	273.055650245	1.0
0.7373	273.846267465	0.0
0.7475	274.627182607	0.0
0.7578	275.413713037	0.0
0.768	276.190591539	0.0
0.7782	276.965469348	1.0
0.7885	277.745919032	0.0
0.7987	278.516791408	1.0
0.809	279.293206859	0.0
0.8192	280.060094508	0.0
0.8294	280.825007193	1.0
0.8397	281.595420098	1.0
0.8499	282.356378862	0.0
0.8602	283.122809414	0.0
0.8704	283.879834696	0.0
0.8806	284.634910412	0.0
0.8909	285.395415612	0.0
0.9011	286.146588256	0.0
0.9114	286.903162318	0.0
0.9216	287.650452064	0.0
0.9318	288.395817316	0.0
0.9421	289.146542229	0.0
0.9523	289.888054603	0.0
0.9626	290.634898933	1.0
0.9728	291.372578345	1.0
0.983	292.108358012	1.0
0.9933	292.849428414	0.0
1.0035	293.581404752	1.0
1.0138	294.318644476	0.0
1.024	295.046837145	0.0
1.0342	295.773154501	1.0
1.0445	296.504694551	1.0
1.0547	297.227257489	0.0
1.065	297.955016125	0.0
1.0752	298.673844053	0.0
1.0854	299.390820785	0.0
1.0957	300.112953046	1.0
1.1059	300.826223644	1.0
1.1162	301.54462312	0.0
1.1264	302.254206741	0.0
1.1366	302.961962972	0.0
1.1469	303.67480843	2.0
1.1571	304.378906188	0.0
1.1674	305.088066867	2.0
1.1776	305.788525063	0.0
1.1878	306.487179371	0.0
1.1981	307.190857457	2.0
1.2083	307.885900341	1.0
1.2186	308.585941035	2.0
1.2288	309.277391163	0.0
1.239	309.967060601	2.0
1.2493	310.66168921	4.0
1.2595	311.347793668	0.0
1.2698	312.038831662	2.0
1.28	312.721389568	0.0
1.2902	313.402189683	2.0
1.3005	314.087885194	2.0
1.3107	314.765166176	0.0
1.321	315.447317248	0.0
1.3312	316.121097287	3.0
1.3414	316.793142142	3.0
1.3517	317.470019435	0.0
1.3619	318.138590413	4.0
1.3722	318.811968851	0.0
1.3824	319.47708391	3.0
1.3926	320.140486098	1.0
1.4029	320.80865858	3.0
1.4131	321.468631567	2.0
1.4234	322.133350189	3.0
1.4336	322.7899117	0.0
1.4438	323.44478237	5.0
1.4541	324.104361986	3.0
1.4643	324.755847554	5.0
1.4746	325.412017727	5.0
1.4848	326.060135692	3.0
1.495	326.706584561	8.0
1.5053	327.357681816	5.0
1.5155	328.000789117	7.0
1.5258	328.648520776	4.0
1.536	329.288303782	2.0
1.5462	329.926439155	4.0
1.5565	330.569163136	3.0
