TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-14-002
irradiation_dose [mSv]=5.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	164.171933036	0.0
0.0102	165.539862442	0.0
0.0205	166.916401152	2.0
0.0307	168.274836763	5.0
0.041	169.641821927	1.0
0.0512	170.990829632	1.0
0.0614	172.335170785	3.0
0.0717	173.687972786	2.0
0.0819	175.022983853	1.0
0.0922	176.366397047	0.0
0.1024	177.69214278	2.0
0.1126	179.013302431	2.0
0.1229	180.342777033	0.0
0.1331	181.654767484	5.0
0.1434	182.975015177	3.0
0.1536	184.277900064	1.0
0.1638	185.576277949	0.0
0.1741	186.882827404	1.0
0.1843	188.1721942	1.0
0.1946	189.469675853	3.0
0.2048	190.750094099	0.0
0.215	192.026083062	1.0
0.2253	193.310102686	2.0
0.2355	194.577235945	1.0
0.2458	195.85234413	0.0
0.256	197.110683146	0.0
0.2662	198.364669255	1.0
0.2765	199.626547547	0.0
0.2867	200.871830659	0.0
0.297	202.124951179	1.0
0.3072	203.361591693	1.0
0.3174	204.593954362	0.0
0.3277	205.834073121	0.0
0.3379	207.057882864	0.0
0.3482	208.289394869	0.0
0.3584	209.504711046	0.0
0.3686	210.715823142	0.0
0.3789	211.934557587	0.0
0.3891	213.137264242	0.0
0.3994	214.347540344	0.0
0.4096	215.541899895	0.0
0.4198	216.73212786	0.0
0.4301	217.929846735	0.0
0.4403	219.1118142	0.0
0.4506	220.301220586	0.0
0.4608	221.474984882	0.0
0.471	222.644688836	0.0
0.4813	223.821754529	0.0
0.4915	224.983340426	1.0
0.5018	226.152236968	0.0
0.512	227.305761149	0.0
0.5222	228.455295004	0.0
0.5325	229.612063653	0.0
0.5427	230.753619436	0.0
0.553	231.902359802	0.0
0.5632	233.035992883	0.0
0.5734	234.165704447	0.0
0.5837	235.30252605	0.0
0.5939	236.424397114	0.0
0.6042	237.553328872	0.0
0.6144	238.667413852	0.0
0.6246	239.777644936	1.0
0.6349	240.894863454	0.0
0.6451	241.997389238	0.0
0.6554	243.106853962	0.0
0.6656	244.201727923	0.0
0.6758	245.292814444	0.0
0.6861	246.390767909	0.0
0.6963	247.474281998	0.0
0.7066	248.564615374	1.0
0.7168	249.640609586	0.0
0.727	250.712881668	0.0
0.7373	251.791902283	0.0
0.7475	252.85673251	1.0
0.7578	253.928264434	1.0
0.768	254.985704455	0.0
0.7782	256.03948653	0.0
0.7885	257.099900767	0.0
0.7987	258.146369313	0.0
0.809	259.199423993	0.0
0.8192	260.238629767	1.0
0.8294	261.274240672	0.0
0.8397	262.316369376	0.0
0.8499	263.344792865	1.0
0.8602	264.379688918	0.0
0.8704	265.400974873	0.0
0.8806	266.418727947	0.0
0.8909	267.442886429	0.0
0.9011	268.453576025	0.0
0.9114	269.470626574	1.0
0.9216	270.474301715	0.0
0.9318	271.474504895	0.0
0.9421	272.481003029	1.0
0.9523	273.474264532	0.0
0.9626	274.473777301	0.0
0.9728	275.460145304	0.0
0.983	276.443101216	0.0
0.9933	277.432243534	0.0
1.0035	278.408377469	1.0
1.0138	279.390654876	0.0
1.024	280.360014181	0.0
1.0342	281.326020233	0.0
1.0445	282.298106013	0.0
1.0547	283.257407725	0.0
1.065	284.222746971	0.0
1.0752	285.175390873	1.0
1.0854	286.124739344	1.0
1.0957	287.080062706	1.0
1.1059	288.022822445	0.0
1.1162	288.971515609	0.0
1.1264	289.907732344	0.0
1.1366	290.840710473	1.0
1.1469	291.779560464	0.0
1.1571	292.706063477	1.0
1.1674	293.638397599	0.0
1.1776	294.558470433	1.0
1.1878	295.475360507	1.0
1.1981	296.39802119	2.0
1.2083	297.308547803	0.0
1.2186	298.224804975	0.0
1.2288	299.12901229	2.0
1.239	300.030091727	1.0
1.2493	300.936842267	0.0
1.2595	301.831667973	1.0
1.2698	302.732125422	0.0
1.28	303.620740799	2.0
1.2902	304.506282235	1.0
1.3005	305.397396983	0.0
1.3107	306.276792525	2.0
1.321	307.161722698	0.0
1.3312	308.035015	1.0
1.3414	308.905286369	0.0
1.3517	309.781034943	2.0
1.3619	310.645266396	1.0
1.3722	311.514937041	3.0
1.3824	312.373170497	3.0
1.3926	313.228435111	2.0
1.4029	314.089082483	0.0
1.4131	314.938411332	3.0
1.4234	315.793085582	0.0
1.4336	316.636519862	3.0
1.4438	317.477036495	6.0
1.4541	318.322843066	5.0
1.4643	319.157526289	3.0
1.4746	319.997462737	2.0
1.4848	320.826353035	3.0
1.495	321.652375997	1.0
1.5053	322.483597679	4.0
1.5155	323.303887821	1.0
1.5258	324.129340603	2.0
1.536	324.943937712	3.0
1.5462	325.755716928	2.0
1.5565	326.572605219	7.0
1.5667	327.378750471	9.0
1.577	328.18996934	6.0
1.5872	328.990519728	7.0
1.5974	329.788300815	6.0
1.6077	330.591102877	6.0
1.6179	331.38334715	9.0
1.6282	332.180577551	6.0
1.6384	332.967323438	9.0
1.6486	333.751347775	12.0
1.6589	334.540306507	7.0
1.6691	335.318889507	16.0
1.6794	336.102372655	11.0
1.6896	336.87555208	10.0
1.6998	337.646056887	13.0
1.7101	338.421411001	10.0
1.7203	339.186568298	15.0
1.7306	339.956541247	13.0
1.7408	340.716388149	14.0
1.751	341.473606552	12.0
1.7613	342.235590642	14.0
1.7715	342.987553747	19.0
1.7818	343.744249465	16.0
1.792	344.490993745	26.0
1.8022	345.235154852	12.0
1.8125	345.983999468	16.0
1.8227	346.722995899	21.0
1.833	347.466643334	33.0
1.8432	348.200510932	26.0
1.8534	348.9318399	28.0
1.8637	349.667771616	27.0
