TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-16-001
irradiation_dose [mSv]=1.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	149.424641568	0.0
0.0102	150.91053127	0.0
0.0205	152.405482952	0.0
0.0307	153.8804884	2.0
0.041	155.364489448	0.0
0.0512	156.828690369	1.0
0.0614	158.287544902	3.0
0.0717	159.755296537	2.0
0.0819	161.20346485	0.0
0.0922	162.660465093	1.0
0.1024	164.098025463	2.0
0.1126	165.530336722	1.0
0.1229	166.971383202	2.0
0.1331	168.393202672	0.0
0.1434	169.823693377	2.0
0.1536	171.235097912	0.0
0.1638	172.64134884	2.0
0.1741	174.056176055	0.0
0.1843	175.452126088	0.0
0.1946	176.856589588	0.0
0.2048	178.242314181	2.0
0.215	179.622978935	2.0
0.2253	181.012063935	0.0
0.2355	182.382615216	0.0
0.2458	183.761525063	0.0
0.256	185.122036952	0.0
0.2662	186.477581063	0.0
0.2765	187.841392217	0.0
0.2867	189.187006864	0.0
0.297	190.540827999	0.0
0.3072	191.876585917	0.0
0.3174	193.207466445	1.0
0.3277	194.5464636	0.0
0.3379	195.867595328	0.0
0.3482	197.196784228	0.0
0.3584	198.508238565	0.0
0.3686	199.814904254	0.0
0.3789	201.129538891	0.0
0.3891	202.426633155	0.0
0.3994	203.731637994	0.0
0.4096	205.019230945	1.0
0.4198	206.302122374	0.0
0.4301	207.592837759	1.0
0.4403	208.866331912	0.0
0.4506	210.14759271	0.0
0.4608	211.411758421	0.0
0.471	212.671308153	0.0
0.4813	213.938539489	0.0
0.4915	215.188862924	0.0
0.5018	216.446811694	0.0
0.512	217.687976416	0.0
0.5222	218.924609144	0.0
0.5325	220.168783712	0.0
0.5427	221.396358013	0.0
0.553	222.631418908	0.0
0.5632	223.850001134	1.0
0.5734	225.064133824	0.0
0.5837	226.285671133	0.0
0.5939	227.49091021	0.0
0.6042	228.703499666	2.0
0.6144	229.899910276	0.0
0.6246	231.091952307	0.0
0.6349	232.291264234	0.0
0.6451	233.474574467	0.0
0.6554	234.665101343	0.0
0.6656	235.83974374	1.0
0.6758	237.010097043	0.0
0.6861	238.187587968	0.0
0.6963	239.349368345	0.0
0.7066	240.518234061	0.0
0.7168	241.671504309	0.0
0.727	242.820563502	0.0
0.7373	243.97663045	1.0
0.7475	245.117272698	0.0
0.7578	246.264871369	0.0
0.768	247.397158326	0.0
0.7782	248.525310846	0.0
0.7885	249.660343619	0.0
0.7987	250.780232337	0.0
0.809	251.906950909	0.0
0.8192	253.018636358	0.0
0.8294	254.126262594	0.0
0.8397	255.240643899	0.0
0.8499	256.34015669	0.0
0.8602	257.446375068	0.0
0.8704	258.537833844	0.0
0.8806	259.625307264	0.0
0.8909	260.719412847	1.0
0.9011	261.798920442	0.0
0.9114	262.885011619	1.0
0.9216	263.956611739	0.0
0.9318	265.024299015	0.0
0.9421	266.098497784	0.0
0.9523	267.15836417	0.0
0.9626	268.224694352	0.0
0.9728	269.276797137	0.0
0.983	270.325058269	0.0
0.9933	271.379712422	0.0
1.0035	272.420294962	0.0
1.0138	273.467223693	0.0
1.024	274.500183888	0.0
1.0342	275.529372329	0.0
1.0445	276.564837471	0.0
1.0547	277.586487028	0.0
1.065	278.614367309	0.0
1.0752	279.628533206	0.0
1.0854	280.638995975	0.0
1.0957	281.655621242	0.0
1.1059	282.658682294	0.0
1.1162	283.667860705	0.0
1.1264	284.663574259	0.0
1.1366	285.655652062	0.0
1.1469	286.653780239	0.0
1.1571	287.638590996	0.0
1.1674	288.629407809	1.0
1.1776	289.607004753	0.0
1.1878	290.581032097	0.0
1.1981	291.560999731	0.0
1.2083	292.52789225	0.0
1.2186	293.500681547	0.0
1.2288	294.460491506	0.0
1.239	295.416796811	0.0
1.2493	296.378934326	0.0
1.2595	297.328234623	0.0
1.2698	298.283324407	0.0
1.28	299.225671008	1.0
1.2902	300.16457672	0.0
1.3005	301.109208528	0.0
1.3107	302.041236685	0.0
1.321	302.978948993	1.0
1.3312	303.904149974	0.0
1.3414	304.825972672	2.0
1.3517	305.753417281	0.0
1.3619	306.668487559	0.0
1.3722	307.589138567	0.0
1.3824	308.497505885	0.0
1.3926	309.402556388	0.0
1.4029	310.313126514	1.0
1.4131	311.211547454	1.0
1.4234	312.115447584	1.0
1.4336	313.007287523	0.0
1.4438	313.895870994	1.0
1.4541	314.78987366	0.0
1.4643	315.67194819	1.0
1.4746	316.559402219	0.0
1.4848	317.435015487	0.0
1.495	318.307431537	1.0
1.5053	319.185168182	0.0
1.5155	320.051193719	0.0
1.5258	320.922500876	0.0
1.536	321.78218271	3.0
1.5462	322.638725499	0.0
1.5565	323.500492077	2.0
1.5667	324.350760625	0.0
1.577	325.206214698	2.0
1.5872	326.050254965	2.0
1.5974	326.8912133	1.0
1.6077	327.73730038	0.0
1.6179	328.572098632	1.0
1.6282	329.411988059	0.0
1.6384	330.240671351	3.0
1.6486	331.066328786	4.0
1.6589	331.897021649	0.0
1.6691	332.716631081	1.0
1.6794	333.541239056	3.0
1.6896	334.354844786	4.0
1.6998	335.165479714	1.0
1.7101	335.981058453	5.0
1.7203	336.785755419	1.0
1.7306	337.595359982	4.0
1.7408	338.394162481	3.0
1.751	339.190048231	2.0
1.7613	339.99078784	3.0
1.7715	340.780843666	5.0
1.7818	341.575717798	4.0
1.792	342.359986405	4.0
1.8022	343.141391332	7.0
1.8125	343.927561805	5.0
1.8227	344.703242881	7.0
1.833	345.483654595	3.0
1.8432	346.253653749	9.0
1.8534	347.020841325	5.0
1.8637	347.792707741	9.0
1.8739	348.55427561	5.0
1.8842	349.320488045	3.0
1.8944	350.076477372	4.0
1.9046	350.829706277	8.0
1.9149	351.587528892	16.0
1.9251	352.335240338	9.0
1.9354	353.087511845	7.0
1.9456	353.829746248	14.0
1.9558	354.569270454	13.0
1.9661	355.313304789	14.0
1.9763	356.047411925	9.0
1.9866	356.785996152	9.0
1.9968	357.514725897	10.0
2.007	358.240794756	9.0
2.0173	358.971291684	14.0
2.0275	359.692042034	8.0
2.0378	360.417188017	18.0
2.048	361.132658815	16.0
2.0582	361.845517142	17.0
2.0685	362.56272297	18.0
2.0787	363.270359555	27.0
2.089	363.982311797	19.0
2.0992	364.684764891	27.0
2.1094	365.384653045	29.0
2.1197	366.0888096	31.0
2.1299	366.78357102	34.0
2.1402	367.482569575	30.0
2.1504	368.172241816	26.0
2.1606	368.859395785	33.0
2.1709	369.550740493	42.0
2.1811	370.232861007	35.0
2.1914	370.919141563	40.0
2.2016	371.596265493	35.0
2.2118	372.27091697	30.0
2.2221	372.949682938	48.0
2.2323	373.619392542	35.0
2.2426	374.293186497	50.0
2.2528	374.957990428	57.0
2.263	375.620366892	46.0
2.2733	376.286782984	61.0
2.2835	376.944307489	45.0
2.2938	377.605842033	46.0
2.304	378.258550122	70.0
2.3142	378.908874911	59.0
2.3245	379.563165828	82.0
2.3347	380.208726939	82.0
2.345	380.858225126	60.0
2.3552	381.499057452	78.0
2.3654	382.137549841	74.0
2.3757	382.779936197	75.0
2.3859	383.413751582	96.0
2.3962	384.051432409	89.0
2.4064	384.680605047	102.0
2.4166	385.307480323	96.0
2.4269	385.938178716	109.0
2.4371	386.560462082	111.0
2.4474	387.186540562	106.0
2.4576	387.804265656	122.0
2.4678	388.419735186	115.0
2.4781	389.038958274	124.0
2.4883	389.649919444	112.0
2.4986	390.264606676	132.0
2.5088	390.871092509	137.0
2.519	391.475363817	127.0
2.5293	392.083320388	134.0
2.5395	392.683165364	125.0
2.5498	393.286668607	149.0
2.56	393.882119673	153.0
2.5702	394.475396506	135.0
2.5805	395.072291551	155.0
2.5907	395.661222587	172.0
2.601	396.253745331	160.0
2.6112	396.838362402	155.0
2.6214	397.420844801	189.0
2.6317	398.006879579	172.0
2.6419	398.58509525	182.0
2.6522	399.166837279	173.0
2.6624	399.740817476	159.0
2.6726	400.312701841	185.0
2.6829	400.88807395	201.0
2.6931	401.455769219	193.0
2.7034	402.026926684	176.0
2.7136	402.590463541	197.0
2.7238	403.151942698	178.0
2.7341	403.716846143	201.0
2.7443	404.274212422	227.0
2.7546	404.834977906	184.0
2.7648	405.388261436	190.0
2.775	405.939524704	210.0
2.7853	406.494149956	184.0
2.7955	407.041375179	180.0
2.8058	407.591937759	188.0
2.816	408.135154516	179.0
2.8262	408.676387769	158.0
2.8365	409.220921836	165.0
2.8467	409.758190515	153.0
2.857	410.298735829	166.0
2.8672	410.832068974	164.0
2.8774	411.363454705	164.0
2.8877	411.898081193	163.0
2.8979	412.425574483	146.0
2.9082	412.956284791	132.0
2.9184	413.479914153	143.0
2.9286	414.001631533	125.0
2.9389	414.526530705	129.0
2.9491	415.044426466	119.0
2.9594	415.565480712	137.0
2.9696	416.079582847	121.0
2.9798	416.591807788	111.0
2.9901	417.10715663	99.0
3.0003	417.615629484	107.0
3.0106	418.127203357	94.0
3.0208	418.631951609	100.0
3.031	419.134856822	118.0
3.0413	419.640829097	95.0
3.0515	420.140050491	95.0
3.0618	420.642316482	84.0
3.072	421.137881042	102.0
3.0822	421.631636095	78.0
3.0925	422.128402407	82.0
3.1027	422.618540668	102.0
3.113	423.11166813	103.0
3.1232	423.59821609	88.0
3.1334	424.082987468	77.0
3.1437	424.570715316	98.0
3.1539	425.051935707	102.0
3.1642	425.536090911	93.0
3.1744	426.013786326	95.0
3.1846	426.489737482	92.0
3.1949	426.968591317	88.0
3.2051	427.441056095	99.0
3.2154	427.91640229	87.0
3.2256	428.385406228	94.0
3.2358	428.852697643	99.0
