TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-15-008
irradiation_dose [mSv]=1.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	224.726392929	0.0
0.0102	225.540776348	1.0
0.0205	226.361244673	2.0
0.0307	227.171870817	0.0
0.041	227.988553792	1.0
0.0512	228.795439995	1.0
0.0614	229.600471783	3.0
0.0717	230.411518603	4.0
0.0819	231.21283626	2.0
0.0922	232.020141198	3.0
0.1024	232.81776186	3.0
0.1126	233.613549402	0.0
0.1229	234.415282904	1.0
0.1331	235.207398965	0.0
0.1434	236.005433554	1.0
0.1536	236.793895073	2.0
0.1638	237.580544521	2.0
0.1741	238.373071652	6.0
0.1843	239.156091779	3.0
0.1946	239.944962472	0.0
0.2048	240.724370022	2.0
0.215	241.50198631	2.0
0.2253	242.285412787	4.0
0.2355	243.05944143	0.0
0.2458	243.839253455	0.0
0.256	244.609711005	0.0
0.2662	245.378397861	0.0
0.2765	246.152828188	0.0
0.2867	246.917968596	0.0
0.297	247.688825976	0.0
0.3072	248.450436298	0.0
0.3174	249.21029626	2.0
0.3277	249.97583374	0.0
0.3379	250.732187978	0.0
0.3482	251.49419354	0.0
0.3584	252.247058228	0.0
0.3686	252.998192656	0.0
0.3789	253.754939405	0.0
0.3891	254.502608366	0.0
0.3994	255.255863755	0.0
0.4096	256.000083237	0.0
0.4198	256.742592326	0.0
0.4301	257.490649291	0.0
0.4403	258.229732707	0.0
0.4506	258.974338403	0.0
0.4608	259.710011951	0.0
0.471	260.443994747	0.0
0.4813	261.183461713	1.0
0.4915	261.914058174	1.0
0.5018	262.650113501	0.0
0.512	263.37733925	0.0
0.5222	264.102893661	0.0
0.5325	264.833869267	0.0
0.5427	265.556076229	0.0
0.553	266.283679372	1.0
0.5632	267.002554328	0.0
0.5734	267.719777139	0.0
0.5837	268.442358891	0.0
0.5939	269.156272691	0.0
0.6042	269.875520709	0.0
0.6144	270.586140764	0.0
0.6246	271.295127647	0.0
0.6349	272.009411934	0.0
0.6451	272.715127803	0.0
0.6554	273.426116636	0.0
0.6656	274.128576583	0.0
0.6758	274.829422111	0.0
0.6861	275.535504213	0.0
0.6963	276.233116289	0.0
0.7066	276.935940779	0.0
0.7168	277.630334321	0.0
0.727	278.323131982	0.0
0.7373	279.021106085	1.0
0.7475	279.710707425	0.0
0.7578	280.405461323	0.0
0.768	281.091881087	0.0
0.7782	281.776723296	0.0
0.7885	282.466682506	0.0
0.7987	283.148365096	0.0
0.809	283.835141079	0.0
0.8192	284.513678628	0.0
0.8294	285.190656738	0.0
0.8397	285.872693089	0.0
0.8499	286.546547862	0.0
0.8602	287.22543754	0.0
0.8704	287.896183387	0.0
0.8806	288.565387701	0.0
0.8909	289.239592173	0.0
0.9011	289.905709017	0.0
0.9114	290.576802949	0.0
0.9216	291.239846566	0.0
0.9318	291.901366353	0.0
0.9421	292.567828879	0.0
0.9523	293.226296648	0.0
0.9626	293.889684354	0.0
0.9728	294.545114187	0.0
0.983	295.199037687	0.0
0.9933	295.85784717	1.0
1.0035	296.5087537	0.0
