TL-DOS Lehrstuhlversuch
detector=R1408306
job_number=2015-10-26-005
irradiation_dose [mSv]=10.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	164.63131665	0.0
0.0102	165.971433106	0.0
0.0205	167.320073017	0.0
0.0307	168.651064761	1.0
0.041	169.990521924	0.0
0.0512	171.312451085	2.0
0.0614	172.629894074	1.0
0.0717	173.95571631	2.0
0.0819	175.264188968	2.0
0.0922	176.580983819	0.0
0.1024	177.880547225	2.0
0.1126	179.17570036	0.0
0.1229	180.479090973	2.0
0.1331	181.765425546	0.0
0.1434	183.05994151	1.0
0.1536	184.337517567	0.0
0.1638	185.610757971	1.0
0.1741	186.892096482	2.0
0.1843	188.156667526	2.0
0.1946	189.429281539	1.0
0.2048	190.685242252	0.0
0.215	191.936940666	2.0
0.2253	193.196600177	0.0
0.2355	194.439775909	0.0
0.2458	195.690858531	1.0
0.256	196.92556961	0.0
0.2662	198.156090505	0.0
0.2765	199.394437802	0.0
0.2867	200.61658021	0.0
0.297	201.84649573	0.0
0.3072	203.060316699	0.0
0.3174	204.270018378	0.0
0.3277	205.487414043	0.0
0.3379	206.688878991	0.0
0.3482	207.897985537	0.0
0.3584	209.091269836	0.0
0.3686	210.280504539	2.0
0.3789	211.477303054	0.0
0.3891	212.658440383	0.0
0.3994	213.847090023	0.0
0.4096	215.020185112	0.0
0.4198	216.18929912	0.0
0.4301	217.365848969	0.0
0.4403	218.527002603	0.0
0.4506	219.695541447	0.0
0.4608	220.848788909	0.0
0.471	221.998122646	0.0
0.4813	223.154766415	0.0
0.4915	224.29627446	0.0
0.5018	225.445042763	0.0
0.512	226.578778399	0.0
0.5222	227.708666527	0.0
0.5325	228.845741009	0.0
0.5427	229.967935848	0.0
0.553	231.097268109	0.0
0.5632	232.211822041	0.0
0.5734	233.322593562	0.0
0.5837	234.44042985	1.0
0.5939	235.543638243	0.0
0.6042	236.653863301	0.0
0.6144	237.749560065	0.0
0.6246	238.841538412	0.0
0.6349	239.940461997	0.0
0.6451	241.025005178	0.0
0.6554	242.116446308	0.0
0.6656	243.193604948	0.0
0.6758	244.267108083	0.0
0.6861	245.34743895	1.0
0.6963	246.413632716	0.0
0.7066	247.486607723	0.0
0.7168	248.545541887	0.0
0.727	249.600882394	0.0
0.7373	250.662935114	0.0
0.7475	251.711089917	0.0
0.7578	252.765911232	0.0
0.768	253.80692926	0.0
0.7782	254.844414431	0.0
0.7885	255.888498252	0.0
0.7987	256.918919297	0.0
0.809	257.95589406	1.0
0.8192	258.979299076	0.0
0.8294	259.999231008	0.0
0.8397	261.025649946	0.0
0.8499	262.038637269	0.0
0.8602	263.058067428	0.0
0.8704	264.064157426	0.0
0.8806	265.066833102	2.0
0.8909	266.07588603	0.0
0.9011	267.071734593	0.0
