TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-22-008
irradiation_dose [mSv]=3.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	65.1015121598	0.0
0.0102	67.6377389226	0.0
0.0205	70.1851315198	3.0
0.0307	72.6942984644	1.0
0.041	75.2145121115	1.0
0.0512	77.6969079478	2.0
0.0614	80.1660901316	1.0
0.0717	82.6461429833	0.0
0.0819	85.0889806691	2.0
0.0922	87.5425730401	1.0
0.1024	89.9593473057	0.0
0.1126	92.3632572187	1.0
0.1229	94.777750436	1.0
0.1331	97.1560122617	0.0
0.1434	99.5447444752	0.0
0.1536	101.897631861	1.0
0.1638	104.237994961	1.0
0.1741	106.588661598	1.0
0.1843	108.904054612	3.0
0.1946	111.229641231	1.0
0.2048	113.520330573	1.0
0.215	115.798826706	0.0
0.2253	118.087354003	0.0
0.2355	120.341540128	0.0
0.2458	122.605650393	0.0
0.256	124.835785882	0.0
0.2662	127.054050486	0.0
0.2765	129.282081084	0.0
0.2867	131.47667831	0.0
0.297	133.680937333	0.0
0.3072	135.852119696	0.0
0.3174	138.011744979	1.0
0.3277	140.180878093	0.0
0.3379	142.31746164	0.0
0.3482	144.463451576	0.0
0.3584	146.577239226	0.0
0.3686	148.679775304	0.0
0.3789	150.791567877	0.0
0.3891	152.871671322	0.0
0.3994	154.960932501	0.0
0.4096	157.018842654	0.0
0.4198	159.065798668	0.0
0.4301	161.121766483	0.0
0.4403	163.146882866	0.0
0.4506	165.1809149	0.0
0.4608	167.184424665	0.0
0.471	169.177269861	0.0
0.4813	171.178888633	1.0
0.4915	173.150471524	0.0
0.5018	175.130734382	0.0
0.512	177.081281821	0.0
0.5222	179.021446607	0.0
0.5325	180.970153041	0.0
0.5427	182.889617585	1.0
0.553	184.817532644	0.0
0.5632	186.716517804	0.0
0.5734	188.605394774	1.0
0.5837	190.502587596	0.0
0.5939	192.37131153	0.0
0.6042	194.248262592	0.0
0.6144	196.09704851	0.0
0.6246	197.935993445	0.0
0.6349	199.783034405	0.0
0.6451	201.602359046	0.0
0.6554	203.429693333	0.0
0.6656	205.229607015	0.0
0.6758	207.019939858	0.0
0.6861	208.818154709	2.0
0.6963	210.589385916	0.0
0.7066	212.368415036	0.0
0.7168	214.120748408	0.0
0.727	215.863754208	0.0
0.7373	217.614433658	0.0
0.7475	219.33884277	1.0
0.7578	221.070843658	0.0
0.768	222.776854495	0.0
0.7782	224.473784333	1.0
0.7885	226.178184968	1.0
0.7987	227.857009716	0.0
0.809	229.543225554	1.0
0.8192	231.204138382	2.0
0.8294	232.856210264	0.0
0.8397	234.515555456	1.0
0.8499	236.150000852	0.0
0.8602	237.791641957	0.0
0.8704	239.408648931	0.0
0.8806	241.017048668	0.0
0.8909	242.632529446	0.0
0.9011	244.223768649	0.0
0.9114	245.822013344	0.0
0.9216	247.396275105	1.0
0.9318	248.96215716	1.0
0.9421	250.53493307	0.0
0.9523	252.084108226	0.0
0.9626	253.640103685	1.0
0.9728	255.172750194	1.0
0.983	256.697238512	1.0
0.9933	258.228438447	0.0
1.0035	259.73666151	1.0
1.0138	261.251524581	1.0
1.024	262.743655927	1.0
1.0342	264.227844743	1.0
1.0445	265.718567756	1.0
1.0547	267.186921284	0.0
1.065	268.661739294	0.0
1.0752	270.114426486	0.0
1.0854	271.559381107	1.0
1.0957	273.010697195	0.0
1.1059	274.440235131	0.0
1.1162	275.876066661	1.0
1.1264	277.290352397	0.0
1.1366	278.69710997	0.0
1.1469	280.110060847	0.0
1.1571	281.501809272	1.0
1.1674	282.899684921	2.0
1.1776	284.276584335	1.0
1.1878	285.646154591	0.0
1.1981	287.021754431	2.0
1.2083	288.376712302	0.0
1.2186	289.737635426	2.0
1.2288	291.078136816	3.0
1.239	292.411502793	2.0
1.2493	293.750738964	4.0
1.2595	295.069878831	2.0
1.2698	296.394826261	1.0
1.28	297.699891801	0.0
1.2902	298.998010551	3.0
1.3005	300.301844318	6.0
1.3107	301.586113021	3.0
1.321	302.876035767	3.0
1.3312	304.146602195	3.0
1.3414	305.41040547	4.0
1.3517	306.679772687	3.0
1.3619	307.930092039	8.0
1.3722	309.185915969	3.0
1.3824	310.422895263	2.0
1.3926	311.653290185	8.0
1.4029	312.889101967	3.0
1.4131	314.106369411	4.0
1.4234	315.328995921	7.0
1.4336	316.533275947	3.0
1.4438	317.731145658	11.0
1.4541	318.934289037	10.0
1.4643	320.119378292	9.0
1.4746	321.309684947	6.0
1.4848	322.482130104	8.0
1.495	323.648334402	8.0
1.5053	324.819672958	11.0
1.5155	325.973434647	10.0
1.5258	327.132275816	10.0
1.536	328.273727651	10.0
1.5462	329.409103603	12.0
1.5565	330.54947809	14.0
1.5667	331.672740351	15.0
1.577	332.800947816	15.0
1.5872	333.912225631	17.0
1.5974	335.017588177	16.0
1.6077	336.127817123	20.0
1.6179	337.221386201	19.0
1.6282	338.319769758	25.0
1.6384	339.401671196	32.0
1.6486	340.477813734	20.0
1.6589	341.55869403	35.0
1.6691	342.623354857	31.0
1.6794	343.692702894	36.0
1.6896	344.746004513	39.0
1.6998	345.793699467	27.0
1.7101	346.846006938	52.0
1.7203	347.882523698	35.0
1.7306	348.923603762	51.0
1.7408	349.949061592	45.0
1.751	350.969060967	46.0
1.7613	351.993550929	30.0
1.7715	353.002667603	40.0
1.7818	354.016226952	62.0
1.792	355.014577037	81.0
1.8022	356.00761296	71.0
1.8125	357.005020762	62.0
1.8227	357.987461666	85.0
1.833	358.974227803	64.0
1.8432	359.94618673	81.0
1.8534	360.912971974	93.0
1.8637	361.884013527	87.0
1.8739	362.840483829	102.0
1.8842	363.801165027	93.0
1.8944	364.74743044	118.0
1.9046	365.688658936	112.0
1.9149	366.634031225	119.0
1.9251	367.565217452	128.0
1.9354	368.500503261	119.0
1.9456	369.421754362	140.0
1.9558	370.338101696	159.0
1.9661	371.258483284	183.0
1.9763	372.165053813	169.0
1.9866	373.075615554	231.0
1.9968	373.972513592	232.0
2.007	374.864637492	198.0
2.0173	375.760689001	225.0
2.0275	376.643294544	241.0
2.0378	377.529785792	250.0
2.048	378.402974533	267.0
2.0582	379.27151534	260.0
2.0685	380.143879931	292.0
2.0787	381.003153997	262.0
2.089	381.86621105	328.0
2.0992	382.716317245	299.0
2.1094	383.561898373	312.0
2.1197	384.411202204	351.0
2.1299	385.247761555	370.0
2.1402	386.088003891	375.0
2.1504	386.915637721	420.0
2.1606	387.738866104	390.0
2.1709	388.565718781	416.0
2.1811	389.380163875	452.0
2.1914	390.198194595	413.0
2.2016	391.003950113	457.0
2.2118	391.80541664	466.0
2.2221	392.610411654	528.0
2.2323	393.403327077	499.0
2.2426	394.199733341	486.0
2.2528	394.984188895	519.0
2.263	395.764468836	532.0
2.2733	396.548183989	528.0
2.2835	397.320138873	559.0
2.2938	398.095492318	585.0
2.304	398.859210967	547.0
2.3142	399.618864385	640.0
2.3245	400.381862206	619.0
2.3347	401.133410638	615.0
2.345	401.88826779	589.0
2.3552	402.63179771	594.0
2.3654	403.371369862	637.0
2.3757	404.114198009	668.0
2.3859	404.845879428	615.0
2.3962	405.580782103	646.0
2.4064	406.304656978	539.0
2.4166	407.024678709	545.0
2.4269	407.747870362	598.0
2.4371	408.460209949	593.0
2.4474	409.175685638	576.0
2.4576	409.880425045	551.0
2.4678	410.581413164	550.0
2.4781	411.28548741	546.0
2.4883	411.978996462	515.0
2.4986	412.675558714	505.0
2.5088	413.361668494	501.0
2.519	414.044126152	468.0
2.5293	414.729588355	425.0
2.5395	415.404764652	441.0
2.5498	416.082913439	406.0
2.56	416.750886063	380.0
2.5702	417.415303107	353.0
2.5805	418.082645272	400.0
2.5907	418.739973437	334.0
2.601	419.400195514	351.0
2.6112	420.050510434	333.0
2.6214	420.697363764	338.0
2.6317	421.347064891	324.0
2.6419	421.987016735	321.0
2.6522	422.629785991	316.0
2.6624	423.262909983	289.0
2.6726	423.892663893	328.0
2.6829	424.525190317	323.0
2.6931	425.14822518	327.0
2.7034	425.774002976	347.0
2.7136	426.39039048	282.0
2.7238	427.003496987	321.0
2.7341	427.619302719	314.0
2.7443	428.225867796	298.0
2.7546	428.835103299	338.0
2.7648	429.435196738	329.0
2.775	430.032095914	303.0
2.7853	430.631622962	382.0
2.7955	431.222153629	398.0
2.8058	431.815284129	373.0
2.816	432.399514235	346.0
2.8262	432.980634516	391.0
2.8365	433.564313202	390.0
2.8467	434.139233325	362.0
2.857	434.716684555	439.0
2.8672	435.28547067	454.0
2.8774	435.851229169	437.0
2.8877	436.419478441	450.0
2.8979	436.979200681	455.0
2.9082	437.541387119	458.0
2.9184	438.095137502	486.0
2.9286	438.645940304	495.0
2.9389	439.199168035	526.0
2.9491	439.744094145	514.0
2.9594	440.291419312	578.0
2.9696	440.830531429	533.0
2.9798	441.366773884	588.0
2.9901	441.905377166	555.0
3.0003	442.435898277	596.0
3.0106	442.968755027	555.0
3.0208	443.493615838	584.0
3.031	444.015682845	562.0
3.0413	444.540048271	601.0
3.0515	445.056545177	588.0
3.0618	445.575315981	618.0
3.072	446.086302215	621.0
3.0822	446.594568499	567.0
3.0925	447.105072444	626.0
3.1027	447.607915872	619.0
3.113	448.112973086	611.0
3.1232	448.610451516	629.0
3.1334	449.105281896	633.0
3.1437	449.602290785	621.0
3.1539	450.091841661	632.0
3.1642	450.583547802	536.0
3.1744	451.067875502	590.0
3.1846	451.549625154	589.0
3.1949	452.033495726	605.0
3.2051	452.510105435	601.0
3.2154	452.988813436	609.0
3.2256	453.460338044	578.0
3.2358	453.929352752	585.0
3.2461	454.400432315	586.0
3.2563	454.864442955	580.0
3.2666	455.330496419	572.0
3.2768	455.78955638	597.0
3.287	456.246172791	563.0
3.2973	456.704799473	536.0
3.3075	457.156544097	565.0
3.3178	457.610277543	546.0
3.328	458.057202358	551.0
3.3382	458.501748218	513.0
3.3485	458.948251208	574.0
3.3587	459.388054065	503.0
3.369	459.829793171	551.0
