TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-14-002
irradiation_dose [mSv]=5.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	133.512175992	0.0
0.0102	135.442281483	0.0
0.0205	137.382121726	2.0
0.0307	139.294072742	3.0
0.041	141.215666945	1.0
0.0512	143.109634246	2.0
0.0614	144.994716673	2.0
0.0717	146.889306772	0.0
0.0819	148.756658209	1.0
0.0922	150.633427889	1.0
0.1024	152.483215112	1.0
0.1126	154.324324716	2.0
0.1229	156.174720209	0.0
0.1331	157.998512429	0.0
0.1434	159.831503196	8.0
0.1536	161.638140918	0.0
0.1638	163.436303442	4.0
0.1741	165.243535245	0.0
0.1843	167.024784343	0.0
0.1946	168.815017415	0.0
0.2048	170.579512173	0.0
0.215	172.335729432	2.0
0.2253	174.100804413	1.0
0.2355	175.840502781	1.0
0.2458	177.588975556	2.0
0.256	179.312310409	1.0
0.2662	181.027560849	0.0
0.2765	182.751462389	0.0
0.2867	184.45057927	0.0
0.297	186.15826588	0.0
0.3072	187.841400953	0.0
0.3174	189.516640196	0.0
0.3277	191.200328738	1.0
0.3379	192.859810765	0.0
0.3482	194.527662618	0.0
0.3584	196.171535641	0.0
0.3686	197.807697018	0.0
0.3789	199.4521106	0.0
0.3891	201.072882325	0.0
0.3994	202.701828636	0.0
0.4096	204.307355464	0.0
0.4198	205.905350535	0.0
0.4301	207.511405312	0.0
0.4403	209.094369721	0.0
0.4506	210.685318029	0.0
0.4608	212.253393155	0.0
0.471	213.814112213	1.0
0.4813	215.382702973	0.0
0.4915	216.928741987	1.0
0.5018	218.482578661	0.0
0.512	220.01407571	0.0
0.5222	221.538388285	0.0
0.5325	223.07038894	1.0
0.5427	224.580363908	0.0
0.553	226.097954642	0.0
0.5632	227.593726861	0.0
0.5734	229.082482197	0.0
0.5837	230.578746275	0.0
0.5939	232.053498453	1.0
0.6042	233.535688746	0.0
0.6144	234.99656948	0.0
0.6246	236.450597011	0.0
0.6349	237.911958129	0.0
0.6451	239.352309151	0.0
0.6554	240.79992478	0.0
0.6656	242.226727932	0.0
0.6758	243.646837745	0.0
0.6861	245.074110076	0.0
0.6963	246.480862407	0.0
0.7066	247.894709887	0.0
0.7168	249.288230377	1.0
0.727	250.675213661	0.0
0.7373	252.069192385	0.0
0.7475	253.443129774	0.0
0.7578	254.823996805	0.0
0.768	256.185011008	0.0
0.7782	257.539640497	0.0
0.7885	258.901102245	0.0
0.7987	260.242990158	1.0
0.809	261.591646066	0.0
0.8192	262.920912248	0.0
0.8294	264.24394265	0.0
0.8397	265.573645938	0.0
0.8499	266.884231983	0.0
0.8602	268.201428149	0.0
0.8704	269.499686888	0.0
0.8806	270.791855308	0.0
0.8909	272.090540956	0.0
0.9011	273.370555305	0.0
0.9114	274.657025582	2.0
0.9216	275.92500018	0.0
0.9318	277.187026526	0.0
0.9421	278.455418075	0.0
0.9523	279.705573865	0.0
0.9626	280.962034987	0.0
0.9728	282.200431875	0.0
0.983	283.433019264	1.0
0.9933	284.671823377	1.0
1.0035	285.892817111	2.0
1.0138	287.119969094	0.0
1.024	288.329478223	1.0
1.0342	289.533313369	1.0
1.0445	290.743220224	0.0
1.0547	291.935732158	2.0
1.065	293.134258689	0.0
1.0752	294.315553916	0.0
1.0854	295.491307516	0.0
1.0957	296.672991191	2.0
1.1059	297.837685712	0.0
1.1162	299.008254529	6.0
1.1264	300.161993993	2.0
1.1366	301.310321097	0.0
1.1469	302.464439947	2.0
1.1571	303.601965945	1.0
1.1674	304.745229211	0.0
1.1776	305.872055697	1.0
1.1878	306.993596076	3.0
1.1981	308.120793099	3.0
1.2083	309.231784326	4.0
1.2186	310.348378991	0.0
1.2288	311.448920291	2.0
1.239	312.544298792	3.0
1.2493	313.645201986	5.0
1.2595	314.730277413	4.0
1.2698	315.820825566	3.0
1.28	316.895694828	6.0
1.2902	317.965521723	4.0
1.3005	319.040744437	4.0
1.3107	320.100508594	6.0
1.321	321.165617818	5.0
1.3312	322.215413887	5.0
1.3414	323.260285211	3.0
1.3517	324.310426486	4.0
1.3619	325.345469803	5.0
1.3722	326.385733503	9.0
1.3824	327.411041255	2.0
1.3926	328.43153914	8.0
1.4029	329.457184046	2.0
1.4131	330.468083179	10.0
1.4234	331.484080921	11.0
1.4336	332.485471588	11.0
1.4438	333.482164587	11.0
1.4541	334.483884543	13.0
1.4643	335.471202698	8.0
1.4746	336.463500527	17.0
1.4848	337.441532017	21.0
1.495	338.414975419	21.0
1.5053	339.393328518	20.0
1.5155	340.357615761	26.0
1.5258	341.326766519	16.0
1.536	342.281983725	17.0
1.5462	343.232719869	25.0
1.5565	344.188251181	28.0
1.5667	345.130044749	32.0
1.577	346.076588382	28.0
1.5872	347.009523487	32.0
1.5974	347.938082059	46.0
1.6077	348.871323943	44.0
1.6179	349.79114854	37.0
1.6282	350.715612398	38.0
1.6384	351.626785171	38.0
1.6486	352.5336835	52.0
1.6589	353.445155896	45.0
1.6691	354.343523986	75.0
1.6794	355.246423118	58.0
1.6896	356.136341203	75.0
1.6998	357.022084554	83.0
1.7101	357.912295272	67.0
1.7203	358.789707365	82.0
1.7306	359.671544807	73.0
1.7408	360.540704006	84.0
1.751	361.405785854	103.0
1.7613	362.275230861	108.0
1.7715	363.132175792	116.0
1.7818	363.993442843	134.0
1.792	364.842327394	125.0
1.8022	365.687229705	136.0
1.8125	366.536393396	143.0
1.8227	367.373348599	169.0
1.833	368.214525099	167.0
1.8432	369.043607943	187.0
1.8534	369.868801439	184.0
1.8637	370.698156912	198.0
1.8739	371.51558868	211.0
1.8842	372.337143277	222.0
1.8944	373.146886323	245.0
1.9046	373.952830748	297.0
1.9149	374.762840063	264.0
1.9251	375.561203815	289.0
1.9354	376.363594224	288.0
1.9456	377.154448606	323.0
1.9558	377.941592977	370.0
1.9661	378.732707418	387.0
1.9763	379.512447948	407.0
1.9866	380.296121206	369.0
1.9968	381.068527536	427.0
2.007	381.837310396	414.0
2.0173	382.609970718	437.0
2.0275	383.371522446	465.0
2.0378	384.136915164	546.0
2.048	384.891303774	521.0
2.0582	385.642153439	552.0
2.0685	386.396790116	608.0
2.0787	387.140577327	616.0
2.089	387.88811593	621.0
2.0992	388.624907115	631.0
2.1094	389.358241906	691.0
2.1197	390.095275372	720.0
2.1299	390.821712453	731.0
2.1402	391.55181342	758.0
2.1504	392.271417671	782.0
2.1606	392.987646154	806.0
2.1709	393.707487034	847.0
2.1811	394.416978708	861.0
2.1914	395.130048801	901.0
2.2016	395.832867032	897.0
2.2118	396.532388241	874.0
2.2221	397.235437582	929.0
2.2323	397.92837913	920.0
2.2426	398.624815624	927.0
2.2528	399.311239399	959.0
2.263	399.994443061	1018.0
2.2733	400.681092554	1021.0
2.2835	401.357870037	988.0
2.2938	402.03806094	1031.0
2.304	402.708472687	982.0
2.3142	403.375739437	1072.0
2.3245	404.046371638	1027.0
2.3347	404.70736211	1003.0
2.345	405.371686378	978.0
2.3552	406.026459607	1044.0
2.3654	406.6781612	1042.0
2.3757	407.333149739	987.0
2.3859	407.97872146	991.0
2.3962	408.62754921	926.0
2.4064	409.267048716	918.0
2.4166	409.903548237	957.0
2.4269	410.543258031	873.0
2.4371	411.17377067	909.0
2.4474	411.807463386	830.0
2.4576	412.432045454	794.0
2.4678	413.053697518	842.0
2.4781	413.67848497	771.0
2.4883	414.294289806	733.0
2.4986	414.913200538	696.0
2.5088	415.523213145	674.0
2.519	416.130364094	662.0
2.5293	416.740577293	671.0
2.5395	417.342017411	636.0
2.5498	417.946490975	587.0
2.56	418.542273978	602.0
2.5702	419.135262076	589.0
2.5805	419.731240992	576.0
2.5907	420.318651474	539.0
2.601	420.909024642	494.0
2.6112	421.490909971	502.0
2.6214	422.070065592	500.0
2.6317	422.652142264	521.0
2.6419	423.225850377	475.0
2.6522	423.802452065	457.0
2.6624	424.370763908	491.0
2.6726	424.936409717	483.0
2.6829	425.50490844	519.0
2.6931	426.065233813	483.0
2.7034	426.628385265	510.0
2.7136	427.183440247	528.0
2.7238	427.735891386	526.0
2.7341	428.291128887	540.0
2.7443	428.838383698	513.0
2.7546	429.388398664	594.0
2.7648	429.930506024	574.0
2.775	430.47007028	602.0
2.7853	431.012355902	574.0
2.7955	431.546845044	632.0
2.8058	432.084029955	620.0
2.816	432.613491719	631.0
2.8262	433.140469701	677.0
2.8365	433.670105569	682.0
2.8467	434.192126823	673.0
2.857	434.716780962	605.0
2.8672	435.233892111	686.0
2.8774	435.748577416	721.0
2.8877	436.265858607	747.0
2.8979	436.775702808	737.0
2.9082	437.288118478	755.0
2.9184	437.793167111	782.0
2.9286	438.295846487	848.0
2.9389	438.801061195	816.0
2.9491	439.299012395	831.0
2.9594	439.799475079	801.0
2.9696	440.292742574	828.0
2.9798	440.783696081	815.0
2.9901	441.277125778	854.0
3.0003	441.763461401	909.0
3.0106	442.252249924	847.0
3.0208	442.734011098	910.0
3.031	443.213512261	948.0
3.0413	443.695431853	955.0
3.0515	444.170422852	882.0
3.0618	444.647809534	923.0
3.072	445.118332791	905.0
