TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-26-009
irradiation_dose [mSv]=10.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	126.267270112	0.0
0.0102	128.059121412	0.0
0.0205	129.860855419	1.0
0.0307	131.63751927	0.0
0.041	133.423982062	1.0
0.0512	135.185587191	2.0
0.0614	136.939747307	0.0
0.0717	138.703582247	3.0
0.0819	140.442874378	3.0
0.0922	142.191759332	2.0
0.1024	143.916309496	0.0
0.1126	145.633571252	2.0
0.1229	147.360304326	1.0
0.1331	149.063010842	4.0
0.1434	150.775108398	0.0
0.1536	152.463383041	2.0
0.1638	154.144522587	1.0
0.1741	155.834934222	4.0
0.1843	157.501824693	1.0
0.1946	159.177908666	0.0
0.2048	160.830670836	1.0
0.215	162.476447993	1.0
0.2253	164.131302204	1.0
0.2355	165.763130013	0.0
0.2458	167.40395794	0.0
0.256	169.021954633	0.0
0.2662	170.633113241	0.0
0.2765	172.25315797	0.0
0.2867	173.850660651	0.0
0.297	175.456974136	0.0
0.3072	177.040936636	0.0
0.3174	178.618204889	0.0
0.3277	180.204172345	0.0
0.3379	181.76807192	0.0
0.3482	183.340596966	0.0
0.3584	184.891241175	0.0
0.3686	186.435331948	0.0
0.3789	187.987938939	0.0
0.3891	189.518942242	0.0
0.3994	191.05838958	0.0
0.4096	192.576416341	0.0
0.4198	194.088027516	0.0
0.4301	195.607975771	0.0
0.4403	197.106774767	0.0
0.4506	198.61384018	0.0
0.4608	200.099935593	0.0
0.471	201.57975037	0.0
0.4813	203.067726859	0.0
0.4915	204.534998959	0.0
0.5018	206.010363594	0.0
0.512	207.465199327	0.0
0.5222	208.913886536	0.0
0.5325	210.370563778	0.0
0.5427	211.806972143	0.0
0.553	213.251302817	0.0
0.5632	214.675536411	0.0
0.5734	216.093750814	1.0
0.5837	217.519787181	0.0
0.5939	218.925981022	0.0
0.6042	220.339930529	0.0
0.6144	221.734205693	1.0
0.6246	223.122588279	0.0
0.6349	224.518628294	0.0
0.6451	225.895243167	1.0
0.6554	227.279450568	0.0
0.6656	228.64439747	0.0
0.6758	230.003575743	1.0
0.6861	231.370250374	0.0
0.6963	232.717908467	0.0
0.7066	234.072999379	0.0
0.7168	235.409234933	0.0
0.727	236.7398232	0.0
0.7373	238.077750141	1.0
0.7475	239.397060551	0.0
0.7578	240.723647434	1.0
0.768	242.031775577	0.0
0.7782	243.334375222	0.0
0.7885	244.644159173	0.0
0.7987	245.935718189	0.0
0.809	247.234400618	1.0
0.8192	248.515012583	1.0
0.8294	249.79021234	0.0
0.8397	251.072445284	0.0
0.8499	252.336836649	0.0
0.8602	253.608201588	0.0
0.8704	254.861876171	0.0
0.8806	256.110252391	0.0
0.8909	257.365513856	0.0
0.9011	258.603309036	1.0
0.9114	259.847931102	0.0
0.9216	261.075234925	0.0
0.9318	262.297351836	0.0
0.9421	263.526209161	1.0
0.9523	264.7379676	0.0
0.9626	265.956409324	2.0
0.9728	267.15789709	1.0
0.983	268.354307049	0.0
0.9933	269.557315639	0.0
