TL-DOS Lehrstuhlversuch
detector=R1406804
job_number=2015-10-27-002
irradiation_dose [mSv]=10.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	73.4015391776	0.0
0.0102	75.9591508465	0.0
0.0205	78.5275533857	0.0
0.0307	81.0569530052	1.0
0.041	83.5970244651	0.0
0.0512	86.0985232317	2.0
0.0614	88.5862544972	1.0
0.0717	91.0844817992	0.0
0.0819	93.5447718397	1.0
0.0922	96.0154421389	3.0
0.1024	98.4485936482	0.0
0.1126	100.868353819	1.0
0.1229	103.298323248	2.0
0.1331	105.691391958	1.0
0.1434	108.094557311	0.0
0.1536	110.461228983	1.0
0.1638	112.814875201	3.0
0.1741	115.178451735	1.0
0.1843	117.50613577	0.0
0.1946	119.843640583	0.0
0.2048	122.145648813	1.0
0.215	124.434987479	2.0
0.2253	126.733985139	2.0
0.2355	128.998070973	0.0
0.2458	131.271709257	0.0
0.256	133.510820815	1.0
0.2662	135.737608973	0.0
0.2765	137.973792217	0.0
0.2867	140.176017514	0.0
0.297	142.387534264	0.0
0.3072	144.565467645	0.0
0.3174	146.731414332	0.0
0.3277	148.906499408	0.0
0.3379	151.048554354	0.0
0.3482	153.199646887	0.0
0.3584	155.318073634	0.0
0.3686	157.424841193	0.0
0.3789	159.540497457	0.0
0.3891	161.624026058	0.0
0.3994	163.716345316	0.0
0.4096	165.776891299	0.0
0.4198	167.826096653	0.0
0.4301	169.88394785	1.0
0.4403	171.910549193	0.0
0.4506	173.94570101	0.0
0.4608	175.949947678	1.0
0.471	177.943163572	0.0
0.4813	179.944789083	0.0
0.4915	181.916018565	0.0
0.5018	183.8955649	0.0
0.512	185.845050492	0.0
0.5222	187.783806699	0.0
0.5325	189.730742751	0.0
0.5427	191.64811327	0.0
0.553	193.573573405	0.0
0.5632	195.469794133	0.0
0.5734	197.355578629	0.0
0.5837	199.249319476	0.0
0.5939	201.114302595	0.0
0.6042	202.987154301	1.0
0.6144	204.831565495	0.0
0.6246	206.665825601	0.0
0.6349	208.50782467	0.0
0.6451	210.321851745	0.0
0.6554	212.143532418	0.0
0.6656	213.937549644	0.0
0.6758	215.721693137	0.0
0.6861	217.513364144	0.0
0.6963	219.277827423	0.0
0.7066	221.049735183	0.0
0.7168	222.794735333	0.0
0.727	224.530131524	0.0
0.7373	226.27284956	1.0
0.7475	227.98910325	0.0
0.7578	229.71259802	0.0
0.768	231.409920363	1.0
0.7782	233.097901152	0.0
0.7885	234.793003734	0.0
0.7987	236.462365043	0.0
0.809	238.138769588	0.0
0.8192	239.789716803	0.0
0.8294	241.431577698	0.0
0.8397	243.080365801	0.0
0.8499	244.704115948	0.0
0.8602	246.334716891	0.0
0.8704	247.940556063	1.0
0.8806	249.537557176	1.0
0.8909	251.141296228	0.0
0.9011	252.720681424	0.0
0.9114	254.306730236	1.0
0.9216	255.86869383	1.0
0.9318	257.422060843	1.0
0.9421	258.981981699	2.0
0.9523	260.518214107	2.0
0.9626	262.060928063	4.0
0.9728	263.580214871	1.0
0.983	265.091139979	1.0
0.9933	266.608439861	2.0
1.0035	268.102698524	1.0
1.0138	269.603261643	1.0
1.024	271.081037703	1.0
1.0342	272.550680524	1.0
1.0445	274.026523946	1.0
1.0547	275.479955692	1.0
1.065	276.939519641	4.0
1.0752	278.37691913	1.0
1.0854	279.806407602	0.0
1.0957	281.241927258	5.0
1.1059	282.655647582	4.0
1.1162	284.075332562	5.0
1.1264	285.47345867	0.0
1.1366	286.863889911	2.0
1.1469	288.260187548	3.0
