TL-DOS Lehrstuhlversuch
detector=R1407606
job_number=2015-10-22-014
irradiation_dose [mSv]=3.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	126.8536994	0.0
0.0102	128.618180622	0.0
0.0205	130.392506828	0.0
0.0307	132.14225591	4.0
0.041	133.901767777	0.0
0.0512	135.636907721	2.0
0.0614	137.364824237	1.0
0.0717	139.102381721	0.0
0.0819	140.815871385	1.0
0.0922	142.538921523	1.0
0.1024	144.238104789	2.0
0.1126	145.930214314	2.0
0.1229	147.631765022	2.0
0.1331	149.309746658	1.0
0.1434	150.99709065	4.0
0.1536	152.661062355	2.0
0.1638	154.318106906	0.0
0.1741	155.984396993	2.0
0.1843	157.627606421	1.0
0.1946	159.279984193	0.0
0.2048	160.909474013	0.0
0.215	162.532180228	0.0
0.2253	164.163940387	1.0
0.2355	165.77309818	0.0
0.2458	167.391234324	1.0
0.256	168.986956814	0.0
0.2662	170.576036274	0.0
0.2765	172.173982057	0.0
0.2867	173.749793854	0.0
0.297	175.334397947	0.0
0.3072	176.897052856	0.0
0.3174	178.453202396	0.0
0.3277	180.018034526	0.0
0.3379	181.561191344	1.0
0.3482	183.112958258	0.0
0.3584	184.643230834	0.0
0.3686	186.167132849	0.0
0.3789	187.699537527	0.0
0.3891	189.210716064	1.0
0.3994	190.730326273	0.0
0.4096	192.228887563	0.0
0.4198	193.721210307	1.0
0.4301	195.221859516	0.0
0.4403	196.701722445	0.0
0.4506	198.189842321	0.0
0.4608	199.657349466	1.0
0.471	201.118747345	0.0
0.4813	202.588299142	0.0
0.4915	204.037495407	0.0
0.5018	205.494777511	0.0
0.512	206.931874036	0.0
0.5222	208.362987894	0.0
0.5325	209.8020867	0.0
0.5427	211.221251793	1.0
0.553	212.648335167	0.0
0.5632	214.05565126	0.0
0.5734	215.457108662	0.0
0.5837	216.866385543	1.0
0.5939	218.256141791	0.0
0.6042	219.653652231	0.0
0.6144	221.03180502	0.0
0.6246	222.404220526	0.0
0.6349	223.784293472	1.0
0.6451	225.145250303	0.0
0.6554	226.513800638	0.0
0.6656	227.863394465	1.0
0.6758	229.2073699	0.0
0.6861	230.558844092	0.0
0.6963	231.891598306	0.0
0.7066	233.231788668	0.0
0.7168	234.553415349	0.0
0.727	235.869540067	0.0
0.7373	237.193008147	0.0
0.7475	238.498144176	0.0
0.7578	239.810562257	0.0
0.768	241.104801345	0.0
0.7782	242.393652486	0.0
0.7885	243.689694815	0.0
0.7987	244.967784982	0.0
0.809	246.253006296	0.0
0.8192	247.520425336	0.0
0.8294	248.782568079	1.0
0.8397	250.051752991	1.0
0.8499	251.303357757	0.0
0.8602	252.561945894	0.0
0.8704	253.803100666	0.0
0.8806	255.039088482	0.0
0.8909	256.281972533	0.0
0.9011	257.507640745	0.0
0.9114	258.740147615	0.0
0.9216	259.955582385	0.0
0.9318	261.165957271	0.0
0.9421	262.383085485	0.0
0.9523	263.583354617	0.0
0.9626	264.790320692	0.0
0.9728	265.980568446	0.0
0.983	267.165861171	0.0
0.9933	268.357767276	0.0
1.0035	269.533163664	1.0
1.0138	270.715118217	0.0
1.024	271.880700897	0.0
1.0342	273.041431228	0.0
1.0445	274.208637894	0.0
1.0547	275.359676967	1.0
1.065	276.517138302	0.0
1.0752	277.658567033	0.0
1.0854	278.795243969	1.0
1.0957	279.938263032	0.0
1.1059	281.065449539	1.0
1.1162	282.198925221	1.0
1.1264	283.316700536	1.0
1.1366	284.429822526	1.0
1.1469	285.549155218	0.0
1.1571	286.652983445	1.0
1.1674	287.76297052	0.0
1.1776	288.857582581	0.0
1.1878	289.947637746	1.0
1.1981	291.043774911	1.0
1.2083	292.124728904	0.0
1.2186	293.211714118	0.0
1.2288	294.283642928	0.0
1.239	295.351109274	0.0
1.2493	296.424531584	2.0
1.2595	297.483085358	1.0
1.2698	298.547545369	2.0
1.28	299.597260986	1.0
1.2902	300.642606612	1.0
1.3005	301.693784779	0.0
1.3107	302.730402526	0.0
1.321	303.772804117	3.0
1.3312	304.800766856	0.0
1.3414	305.824450162	3.0
1.3517	306.853845143	1.0
1.3619	307.868981435	0.0
1.3722	308.889781714	2.0
1.3824	309.896442352	1.0
1.3926	310.898912238	3.0
1.4029	311.906975439	1.0
1.4131	312.901075428	5.0
1.4234	313.900722031	1.0
1.4336	314.886522005	2.0
1.4438	315.86821807	4.0
1.4541	316.855391541	3.0
1.4643	317.828891155	4.0
1.4746	318.807822442	3.0
1.4848	319.773194039	6.0
1.495	320.734546771	4.0
1.5053	321.701263403	5.0
1.5155	322.654589535	7.0
1.5258	323.613234784	4.0
