TL-DOS Lehrstuhlversuch
detector=R1408304
job_number=2015-10-15-008
irradiation_dose [mSv]=1.0

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	243.895584246	0.0
0.0102	244.587206585	1.0
0.0205	245.284195943	0.0
0.0307	245.973021375	2.0
0.041	246.667192123	1.0
0.0512	247.353231961	2.0
0.0614	248.037889994	2.0
0.0717	248.727861004	1.0
0.0819	249.409750295	0.0
0.0922	250.096931077	2.0
0.1024	250.776062822	5.0
0.1126	251.453826678	1.0
0.1229	252.136850011	0.0
0.1331	252.811873004	5.0
0.1434	253.492134205	2.0
0.1536	254.16442742	0.0
0.1638	254.835366519	0.0
0.1741	255.511512135	2.0
0.1843	256.17973797	2.0
0.1946	256.853149268	3.0
0.2048	257.518672813	1.0
0.215	258.182855877	0.0
0.2253	258.852193031	0.0
0.2355	259.513690153	3.0
0.2458	260.180320522	0.0
0.256	260.839142564	0.0
0.2662	261.496637624	0.0
0.2765	262.159234874	0.0
0.2867	262.814071037	0.0
0.297	263.473988758	0.0
0.3072	264.126176779	1.0
0.3174	264.777051179	0.0
0.3277	265.432976392	0.0
0.3379	266.08121867	0.0
0.3482	266.734491336	0.0
0.3584	267.380112136	0.0
0.3686	268.024432543	0.0
0.3789	268.673752905	0.0
0.3891	269.315467694	0.0
0.3994	269.962162218	0.0
0.4096	270.601281927	0.0
0.4198	271.239114337	0.0
0.4301	271.881896354	0.0
0.4403	272.517149383	0.0
0.4506	273.157332004	1.0
0.4608	273.790016084	0.0
0.471	274.421425827	1.0
0.4813	275.057735338	1.0
0.4915	275.686591674	0.0
0.5018	276.320327963	0.0
0.512	276.946641218	0.0
0.5222	277.571692969	0.0
0.5325	278.201595148	0.0
0.5427	278.824119203	0.0
0.553	279.451474071	0.0
0.5632	280.071480652	0.0
0.5734	280.690238432	0.0
0.5837	281.313797799	0.0
0.5939	281.930053335	0.0
0.6042	282.551091041	0.0
0.6144	283.164854453	0.0
0.6246	283.777381639	1.0
0.6349	284.394662062	0.0
0.6451	285.004712201	0.0
0.6554	285.619496356	0.0
0.6656	286.227079465	1.0
0.6758	286.833438796	0.0
0.6861	287.444503501	0.0
0.6963	288.048410728	0.0
0.7066	288.657004301	0.0
0.7168	289.25846934	0.0
0.727	289.858722924	0.0
0.7373	290.463634501	0.0
0.7475	291.061460672	0.0
0.7578	291.663926	0.0
0.768	292.259334574	0.0
0.7782	292.853543892	2.0
0.7885	293.452364301	0.0
0.7987	294.044170649	0.0
0.809	294.64056944	0.0
0.8192	295.229982536	0.0
0.8294	295.818208451	1.0
0.8397	296.410999026	0.0
0.8499	296.996846168	0.0
0.8602	297.58723951	0.0
0.8704	298.170717499	0.0
0.8806	298.753020261	0.0
0.8909	299.339841719	0.0
0.9011	299.919789662	0.0
0.9114	300.504238026	1.0
0.9216	301.081840672	0.0
0.9318	301.658279925	0.0
0.9421	302.239192372	0.0
0.9523	302.813300518	0.0
0.9626	303.391863767	0.0
0.9728	303.963650232	0.0
0.983	304.534285018	0.0
0.9933	305.109347956	0.0
1.0035	305.677675108	0.0
1.0138	306.250412503	0.0
1.024	306.816441352	0.0
1.0342	307.381330121	0.0
1.0445	307.95060245	0.0
1.0547	308.513206821	0.0
1.065	309.080177025	0.0
1.0752	309.640506236	0.0
1.0854	310.199706845	0.0
1.0957	310.763246876	0.0
1.1059	311.32018609	0.0
1.1162	311.881447177	0.0
1.1264	312.436134141	1.0
1.1366	312.989703869	1.0
1.1469	313.547569322	0.0
1.1571	314.098900426	0.0
1.1674	314.654509883	2.0
1.1776	315.203611415	0.0
1.1878	315.751606962	0.0
1.1981	316.303854978	0.0
1.2083	316.849634442	0.0
1.2186	317.399649178	1.0
1.2288	317.943221522	0.0
1.239	318.485699016	0.0
1.2493	319.032386159	0.0
1.2595	319.572669886	1.0
1.2698	320.117146238	1.0
1.28	320.655245069	0.0
1.2902	321.192260076	0.0
1.3005	321.733442342	0.0
1.3107	322.268285671	2.0
1.321	322.807279408	0.0
1.3312	323.339959842	0.0
1.3414	323.871567364	0.0
1.3517	324.407300185	0.0
1.3619	324.936757898	0.0
1.3722	325.470324227	1.0
1.3824	325.997640825	0.0
1.3926	326.523895315	0.0
1.4029	327.054233563	0.0
1.4131	327.578359891	2.0
1.4234	328.106553463	0.0
1.4336	328.628560236	0.0
1.4438	329.149515596	2.0
1.4541	329.674513592	1.0
1.4643	330.19336222	1.0
1.4746	330.716237136	0.0
1.4848	331.232987551	0.0
1.495	331.748697141	0.0
1.5053	332.268408659	0.0
1.5155	332.78203273	0.0
1.5258	333.299642547	0.0
1.536	333.811189533	0.0
1.5462	334.321706175	0.0
1.5565	334.836184448	1.0
1.5667	335.344636571	0.0
1.577	335.857034305	0.0
1.5872	336.363430259	0.0
1.5974	336.868806243	1.0
1.6077	337.378103967	0.0
1.6179	337.881436221	3.0
1.6282	338.388674356	0.0
1.6384	338.889971146	0.0
1.6486	339.390258236	1.0
1.6589	339.894427576	0.0
1.6691	340.392691517	1.0
1.6794	340.894822007	0.0
1.6896	341.391070978	0.0
1.6998	341.886320418	0.0
1.7101	342.385413015	0.0
1.7203	342.878659676	2.0
1.7306	343.375733953	1.0
1.7408	343.866985936	1.0
1.751	344.357248451	2.0
1.7613	344.851315426	1.0
1.7715	345.33959533	1.0
1.7818	345.831664308	2.0
1.792	346.317969619	2.0
1.8022	346.803295426	3.0
1.8125	347.292387382	0.0
1.8227	347.775750543	1.0
1.833	348.262864622	5.0
1.8432	348.744273072	1.0
1.8534	349.224711881	3.0
1.8637	349.708878916	1.0
1.8739	350.187374841	0.0
1.8842	350.669583916	1.0
1.8944	351.146144814	2.0
1.9046	351.621745835	2.0
1.9149	352.101037541	1.0
1.9251	352.574715241	0.0
1.9354	353.052068702	4.0
1.9456	353.52383086	0.0
1.9558	353.994642807	1.0
1.9661	354.469108275	2.0
1.9763	354.938016269	3.0
1.9866	355.410563009	5.0
1.9968	355.877574749	2.0
2.007	356.343645846	0.0
2.0173	356.813333675	3.0
2.0275	357.27751999	3.0
2.0378	357.745308411	3.0
2.048	358.207617567	0.0
2.0582	358.668995551	5.0
2.0685	359.133953849	4.0
2.0787	359.593466031	5.0
2.089	360.056544047	2.0
2.0992	360.514197972	5.0
2.1094	360.970930101	7.0
2.1197	361.431206492	5.0
2.1299	361.886091607	7.0
2.1402	362.34450665	5.0
2.1504	362.797552219	2.0
2.1606	363.249685275	5.0
2.1709	363.705326904	4.0
2.1811	364.155631544	2.0
2.1914	364.609430568	4.0
2.2016	365.057914185	1.0
2.2118	365.505494479	9.0
2.2221	365.956548015	5.0
2.2323	366.402318303	5.0
2.2426	366.851547788	8.0
2.2528	367.295515391	9.0
2.263	367.738588766	9.0
2.2733	368.185100409	7.0
2.2835	368.626382005	12.0
2.2938	369.071087965	17.0
2.304	369.510585027	12.0
2.3142	369.949196865	8.0
2.3245	370.391212351	8.0
2.3347	370.828050452	7.0
2.345	371.268278437	14.0
2.3552	371.703349974	13.0
2.3654	372.137545202	18.0
2.3757	372.575109804	10.0
2.3859	373.007549156	14.0
2.3962	373.443344255	24.0
2.4064	373.874034832	13.0
2.4166	374.303857922	20.0
2.4269	374.737016458	18.0
2.4371	375.165101353	26.0
2.4474	375.596508205	10.0
2.4576	376.022861934	17.0
2.4678	376.448356912	26.0
2.4781	376.87715375	25.0
2.4883	377.300928035	24.0
2.4986	377.727990828	28.0
2.5088	378.150051379	34.0
2.519	378.571261827	28.0
2.5293	378.995740886	18.0
2.5395	379.415247968	36.0
2.5498	379.838010443	30.0
2.56	380.255821047	45.0
2.5702	380.672790108	40.0
2.5805	381.092994867	46.0
2.5907	381.508277714	29.0
2.601	381.926783173	34.0
2.6112	382.340386625	26.0
2.6214	382.753157008	33.0
2.6317	383.169130507	38.0
2.6419	383.580231654	39.0
2.6522	383.994522965	42.0
2.6624	384.403961629	41.0
2.6726	384.812575612	41.0
2.6829	385.224360457	56.0
2.6931	385.631322014	44.0
2.7034	386.04144161	49.0
2.7136	386.446757422	59.0
2.7238	386.851256859	41.0
2.7341	387.258895228	61.0
2.7443	387.661758877	64.0
2.7546	388.067748766	66.0
2.7648	388.468983243	62.0
2.775	388.869409564	61.0
2.7853	389.272943211	77.0
2.7955	389.671750216	75.0
2.8058	390.073651981	67.0
2.816	390.47084622	82.0
2.8262	390.86724044	70.0
2.8365	391.266710697	84.0
2.8467	391.661501907	95.0
2.857	392.059356714	103.0
2.8672	392.452551398	62.0
2.8774	392.844954118	95.0
2.8877	393.240401901	95.0
2.8979	393.631217753	83.0
2.9082	394.025066354	88.0
2.9184	394.414301755	97.0
2.9286	394.802753169	118.0
2.9389	395.194218982	92.0
2.9491	395.581099507	116.0
2.9594	395.970982241	123.0
2.9696	396.356298228	119.0
2.9798	396.740838123	134.0
2.9901	397.128362063	129.0
3.0003	397.511346886	138.0
3.0106	397.897303689	144.0
3.0208	398.278739729	126.0
3.031	398.659407491	107.0
3.0413	399.043029252	117.0
3.0515	399.422157602	162.0
3.0618	399.804228004	148.0
3.072	400.181823167	142.0
3.0822	400.558657787	147.0
3.0925	400.938416661	132.0
3.1027	401.31372737	150.0
3.113	401.691950507	169.0
3.1232	402.065743468	149.0
3.1334	402.438783544	164.0
3.1437	402.814718428	178.0
3.1539	403.186249939	150.0
3.1642	403.56066455	161.0
3.1744	403.930693595	149.0
3.1846	404.299977337	163.0
3.1949	404.672126737	156.0
3.2051	405.039917104	139.0
3.2154	405.41056154	170.0
3.2256	405.77686457	164.0
3.2358	406.142429802	150.0
3.2461	406.510831836	189.0
3.2563	406.87491873	158.0
3.2666	407.241830955	138.0
3.2768	407.604445489	161.0
3.287	407.966329655	156.0
3.2973	408.331022058	145.0
3.3075	408.691442771	167.0
3.3178	409.054660366	149.0
3.328	409.413623546	143.0
3.3382	409.771863712	161.0
3.3485	410.132883837	153.0
3.3587	410.489675287	127.0
3.369	410.849235455	130.0
3.3792	411.204584048	158.0
3.3894	411.559216907	119.0
3.3997	411.916601733	143.0
3.4099	412.269800464	120.0
3.4202	412.625740034	124.0
3.4304	412.977510437	128.0
3.4406	413.328572314	109.0
3.4509	413.682358446	111.0
3.4611	414.032000636	107.0
3.4714	414.384356064	133.0
3.4816	414.732584308	111.0
3.4918	415.08011116	119.0
3.5021	415.430334836	120.0
3.5123	415.776456297	93.0
3.5226	416.125263675	108.0
3.5328	416.469985428	97.0
3.543	416.814012852	101.0
3.5533	417.160709943	92.0
3.5635	417.503346127	91.0
3.5738	417.848641183	79.0
3.584	418.189891753	81.0
3.5942	418.530454985	77.0
3.6045	418.873661003	63.0
3.6147	419.212847005	82.0
3.625	419.554665105	83.0
3.6352	419.892479446	92.0
3.6454	420.22961337	73.0
3.6557	420.569363468	93.0
3.6659	420.90513403	68.0
3.6762	421.243510186	72.0
3.6864	421.577922899	77.0
3.6966	421.911662046	65.0
3.7069	422.247991024	81.0
3.7171	422.580380537	84.0
3.7274	422.915349408	77.0
3.7376	423.246394745	85.0
3.7478	423.576773299	74.0
3.7581	423.909715605	84.0
3.7683	424.238758116	71.0
3.7786	424.57035401	87.0
3.7888	424.89806588	82.0
3.799	425.225117681	100.0
3.8093	425.554707418	81.0
3.8195	425.880436628	67.0
3.8298	426.208693511	82.0
3.84	426.53310548	96.0
3.8502	426.856864026	104.0
3.8605	427.183134952	92.0
3.8707	427.505584226	85.0
3.881	427.83053572	88.0
3.8912	428.151681015	97.0
3.9014	428.472179468	99.0
3.9117	428.795165003	89.0
3.9219	429.114367367	97.0
3.9322	429.436046755	99.0
3.9424	429.753958272	104.0
3.9526	430.071229459	104.0
3.9629	430.390962685	104.0
3.9731	430.706950834	87.0
3.9834	431.025391066	117.0
3.9936	431.340101366	98.0
4.0038	431.654177785	112.0
4.0141	431.97069145	122.0
4.0243	432.283497751	120.0
4.0346	432.598731442	104.0
4.0448	432.91027276	106.0
4.055	433.22118658	111.0
4.0653	433.534513105	135.0
4.0755	433.844169596	118.0
4.0858	434.156229035	116.0
4.096	434.464633282	104.0
4.1062	434.772416349	106.0
4.1165	435.082587826	122.0
4.1267	435.389126225	145.0
4.137	435.698043375	130.0
4.1472	436.003342139	146.0
4.1574	436.308025979	143.0
4.1677	436.615074178	115.0
4.1779	436.918525882	157.0
4.1882	437.224332385	131.0
4.1984	437.526556937	143.0
4.2086	437.828172757	152.0
4.2189	438.132129128	162.0
4.2291	438.432525219	147.0
4.2394	438.735252397	138.0
4.2496	439.034433693	128.0
4.2598	439.333012386	152.0
4.2701	439.633908062	122.0
4.2803	439.931279309	144.0
