TL-DOS Lehrstuhlversuch
detector=R1407602
job_number=2015-11-04-005
irradiation_dose [mSv]=0.08

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	128.289074797	0.0
0.0102	129.974404757	0.0
0.0205	131.669512114	1.0
0.0307	133.341508595	0.0
0.041	135.02320512	0.0
0.0512	136.681973611	1.0
0.0614	138.334199412	2.0
0.0717	139.996010557	2.0
0.0819	141.635164784	2.0
0.0922	143.28382852	0.0
0.1024	144.910014587	0.0
0.1126	146.52978648	0.0
0.1229	148.158955436	1.0
0.1331	149.765912513	1.0
0.1434	151.382192308	2.0
0.1536	152.976435954	0.0
0.1638	154.564391415	0.0
0.1741	156.161559357	0.0
0.1843	157.736951718	0.0
0.1946	159.321483676	0.0
0.2048	160.884412329	0.0
0.215	162.441176314	1.0
0.2253	164.006971824	2.0
0.2355	165.55141948	2.0
0.2458	167.104827208	1.0
0.256	168.637055975	1.0
0.2662	170.163241164	0.0
0.2765	171.698280476	0.0
0.2867	173.212391259	0.0
0.297	174.735286117	2.0
0.3072	176.237418022	0.0
0.3174	177.733625059	1.0
0.3277	179.238512302	0.0
0.3379	180.722882107	0.0
0.3482	182.215863443	0.0
0.3584	183.688489665	0.0
0.3686	185.155307398	1.0
0.3789	186.630634836	0.0
0.3891	188.08584785	0.0
0.3994	189.549503243	0.0
0.4096	190.993203348	0.0
0.4198	192.431209058	0.0
0.4301	193.87755732	0.0
0.4403	195.304186256	0.0
0.4506	196.739091742	0.0
0.4608	198.154433912	0.0
0.471	199.56419354	0.0
0.4813	200.982131851	0.0
0.4915	202.380738173	0.0
0.5018	203.787458474	0.0
0.512	205.174999731	0.0
0.5222	206.557068101	0.0
0.5325	207.947154504	0.0
0.5427	209.318288648	1.0
0.553	210.697377391	0.0
0.5632	212.057663816	0.0
0.5734	213.412584855	0.0
0.5837	214.775366433	1.0
0.5939	216.119568022	0.0
0.6042	217.471567961	0.0
0.6144	218.805134908	2.0
0.6246	220.133441858	0.0
0.6349	221.469454947	0.0
0.6451	222.787253005	0.0
0.6554	224.112696234	0.0
0.6656	225.42006854	0.0
0.6758	226.722284171	0.0
0.6861	228.032054571	0.0
0.6963	229.32396773	0.0
0.7066	230.623375889	0.0
0.7168	231.905068085	0.0
0.727	233.181704895	0.0
0.7373	234.46574808	0.0
0.7475	235.732284785	0.0
0.7578	237.00616927	1.0
0.768	238.262685778	0.0
0.7782	239.5142462	0.0
0.7885	240.773067518	2.0
0.7987	242.014726227	0.0
0.809	243.263588387	0.0
0.8192	244.495423721	0.0
0.8294	245.72240032	0.0
