TL-DOS Lehrstuhlversuch
detector=R1408305
job_number=2015-10-27-004
irradiation_dose [mSv]=0.4

[BEGIN DATA]
time [sec] 	 temperature [K] 	 photoncount 
0.0	81.8915338218	0.0
0.0102	84.0280650728	0.0
0.0205	86.1755510933	0.0
0.0307	88.2923388751	0.0
0.041	90.4199801945	1.0
0.0512	92.5172069545	0.0
0.0614	94.6047683632	2.0
0.0717	96.7030334553	5.0
0.0819	98.7713039201	2.0
0.0922	100.850179157	4.0
0.1024	102.899336943	0.0
0.1126	104.939050911	2.0
0.1229	106.989223231	1.0
0.1331	109.010088408	0.0
0.1434	111.041315293	4.0
0.1536	113.043505859	3.0
0.1638	115.036469062	0.0
0.1741	117.039650908	0.0
0.1843	119.014197339	0.0
0.1946	120.998867984	2.0
0.2048	122.955167831	0.0
0.215	124.902451807	1.0
0.2253	126.859720214	1.0
0.2355	128.789009536	2.0
0.2458	130.728191023	1.0
0.256	132.639651977	2.0
0.2662	134.542303707	0.0
0.2765	136.454711022	0.0
0.2867	138.339780539	1.0
0.297	140.234515491	0.0
0.3072	142.102165272	0.0
0.3174	143.961207738	0.0
0.3277	145.829782188	0.0
0.3379	147.67164543	0.0
0.3482	149.522952573	0.0
0.3584	151.347795343	0.0
0.3686	153.164228081	0.0
0.3789	154.989974327	0.0
0.3891	156.789621593	0.0
0.3994	158.598496303	0.0
0.4096	160.38151321	0.0
0.4198	162.156312845	0.0
0.4301	163.940212521	0.0
0.4403	165.698611412	0.0
0.4506	167.466026251	0.0
0.4608	169.208175955	0.0
0.471	170.942296729	0.0
0.4813	172.685308968	0.0
0.4915	174.403404907	0.0
0.5018	176.130310146	0.0
0.512	177.832529334	0.0
0.5222	179.526903616	0.0
0.5325	181.229965569	0.0
0.5427	182.90868231	2.0
0.553	184.59600644	0.0
0.5632	186.259210329	0.0
0.5734	187.91474912	1.0
0.5837	189.578776458	1.0
0.5939	191.219016582	0.0
0.6042	192.867666811	0.0
0.6144	194.492749642	0.0
0.6246	196.110343061	0.0
0.6349	197.736230466	0.0
0.6451	199.338875868	0.0
0.6554	200.949738613	0.0
0.6656	202.53757413	0.0
0.6758	204.118091894	1.0
0.6861	205.706713545	0.0
